label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,14.648958914,1,0
384KB,393216,0.0,14.53546457,1,0
512KB,524288,0.0,13.975497355,1,0
768KB,786432,0.0,14.039577845,1,0
1MB,1048576,0.0,14.041648855,1,0
1.5MB,1572864,0.0,14.495257542,1,0
2MB,2097152,0.0,13.87341455,1,0
3MB,3145728,0.0,13.35403663,1,0
4MB,4194304,0.0,13.101094044,1,0
6MB,6291456,0.0,12.966537728,1,0
