label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,1.0,35.838427639,1,1
384KB,393216,1.0,35.633309339,1,1
512KB,524288,1.0,35.568098622,1,1
768KB,786432,1.0,35.662605111,1,1
1MB,1048576,1.0,35.893084932,1,1
1.5MB,1572864,1.0,35.724800186,1,1
2MB,2097152,1.0,35.459265671,1,1
3MB,3145728,1.0,35.459491385,1,1
4MB,4194304,0.0,35.556271171,1,0
6MB,6291456,0.0,35.435162613,1,0
