label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,0.350003793,2,0
384KB,393216,0.0,0.345616695,2,0
512KB,524288,0.0,0.342733803,2,0
768KB,786432,0.0,0.338516915,2,0
1MB,1048576,0.0,0.336224689,2,0
1.5MB,1572864,0.0,0.340137694,2,0
2MB,2097152,0.0,0.332187172,2,0
3MB,3145728,0.0,0.328425187,2,0
4MB,4194304,0.0,0.326688088,2,0
6MB,6291456,0.0,0.330148964,2,0
