label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,1.0,34.54167946,1,1
384KB,393216,1.0,34.59846454,1,1
512KB,524288,1.0,34.042997597,1,1
768KB,786432,0.0,33.868499042,1,0
1MB,1048576,0.0,33.846349362,1,0
1.5MB,1572864,0.0,34.091186801,1,0
2MB,2097152,1.0,36.80067881,1,1
3MB,3145728,1.0,36.809583808,1,1
4MB,4194304,0.0,33.795228197,2,0
6MB,6291456,0.0,33.71960978,2,0
