label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,36.046850037,2,0
384KB,393216,0.0,35.821977584,2,0
512KB,524288,0.0,34.780541297,3,0
768KB,786432,0.0,35.081340145,3,0
1MB,1048576,0.0,34.943849764,3,0
1.5MB,1572864,0.0,35.243499431,3,0
2MB,2097152,0.0,34.799995783,3,0
3MB,3145728,0.0,35.029953079,3,0
4MB,4194304,0.0,34.97965911,3,0
6MB,6291456,0.0,34.744542013,3,0
