label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,1.0,81.520824187,1,1
384KB,393216,1.0,81.740952386,1,1
512KB,524288,1.0,81.923314683,1,1
768KB,786432,1.0,81.807345399,1,1
1MB,1048576,0.0,81.253221786,1,0
1.5MB,1572864,0.0,81.192402807,1,0
2MB,2097152,0.0,81.787628989,1,0
3MB,3145728,0.0,81.381097931,1,0
4MB,4194304,0.0,81.483971205,1,0
6MB,6291456,0.0,81.066424933,1,0
