label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,0.121090109,1,0
384KB,393216,0.0,0.119585843,1,0
512KB,524288,0.0,0.123607226,1,0
768KB,786432,0.0,0.118426926,1,0
1MB,1048576,0.0,0.118310457,1,0
1.5MB,1572864,0.0,0.120906382,1,0
2MB,2097152,0.0,0.118672733,1,0
3MB,3145728,0.0,0.119692307,1,0
4MB,4194304,0.0,0.124062629,1,0
6MB,6291456,0.0,0.118761712,1,0
