label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,1.0,37.303978093,1,1
384KB,393216,1.0,37.330219228,1,1
512KB,524288,1.0,37.203442322,1,1
768KB,786432,1.0,37.381208659,1,1
1MB,1048576,1.0,37.284446447,1,1
1.5MB,1572864,1.0,37.264352467,1,1
2MB,2097152,1.0,37.440335539,1,1
3MB,3145728,1.0,37.313554076,1,1
4MB,4194304,1.0,37.440394643,1,1
6MB,6291456,1.0,37.380722262,1,1
