label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.5,38.986034463,2,1
384KB,393216,0.5,39.207972811,2,1
512KB,524288,0.5,39.016350725,2,1
768KB,786432,0.5,39.473808228,2,1
1MB,1048576,0.5,39.533649943,2,1
1.5MB,1572864,0.5,39.590738808,2,1
2MB,2097152,0.5,39.520862941,2,1
3MB,3145728,0.5,39.605239463,2,1
4MB,4194304,0.5,39.379621228,2,1
6MB,6291456,0.5,39.306028718,2,1
