label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,2.404358624,1,0
384KB,393216,0.0,2.405642439,1,0
512KB,524288,0.0,2.399721907,1,0
768KB,786432,0.0,2.425515826,1,0
1MB,1048576,0.0,2.399935769,1,0
1.5MB,1572864,0.0,2.416041526,1,0
2MB,2097152,0.0,2.406545441,1,0
3MB,3145728,0.0,2.401532634,1,0
4MB,4194304,0.0,2.420187234,1,0
6MB,6291456,0.0,2.417040482,1,0
