label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,2.855234427,2,0
384KB,393216,0.0,2.827920617,2,0
512KB,524288,0.0,2.86749192,2,0
768KB,786432,0.0,2.842050408,2,0
1MB,1048576,0.0,2.817044372,2,0
1.5MB,1572864,0.0,2.8313373349999997,2,0
2MB,2097152,0.0,2.83697087,2,0
3MB,3145728,0.0,2.829465839,2,0
4MB,4194304,0.0,2.834415891,2,0
6MB,6291456,0.0,2.8367601110000003,2,0
