label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,21.581256185,1,0
384KB,393216,0.0,19.488639196,1,0
512KB,524288,0.0,17.863589458,1,0
768KB,786432,0.0,16.739031131,1,0
1MB,1048576,0.0,16.769639008,1,0
1.5MB,1572864,0.0,16.525619903,1,0
2MB,2097152,0.0,16.114525263,1,0
3MB,3145728,0.0,15.144862442,1,0
4MB,4194304,0.0,14.947796892,1,0
6MB,6291456,0.0,14.531569769,1,0
