label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,0.121611653,1,0
384KB,393216,0.0,0.120011706,1,0
512KB,524288,0.0,0.119296548,1,0
768KB,786432,0.0,0.12145506,1,0
1MB,1048576,0.0,0.117684687,1,0
1.5MB,1572864,0.0,0.124648722,1,0
2MB,2097152,0.0,0.119576132,1,0
3MB,3145728,0.0,0.126559332,1,0
4MB,4194304,0.0,0.119849333,1,0
6MB,6291456,0.0,0.120867235,1,0
