label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,2.827765699,1,0
384KB,393216,0.0,2.838857925,1,0
512KB,524288,0.0,2.809420554,1,0
768KB,786432,0.0,2.819645715,1,0
1MB,1048576,0.0,2.847116016,1,0
1.5MB,1572864,0.0,2.803628812,1,0
2MB,2097152,0.0,2.834458729,1,0
3MB,3145728,0.0,2.808637768,1,0
4MB,4194304,0.0,2.80878543,1,0
6MB,6291456,0.0,2.827867753,1,0
