label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.5,110.34461127,2,1
384KB,393216,0.5,100.397314343,2,1
512KB,524288,0.5,98.647621097,2,1
768KB,786432,0.5,97.419504947,2,1
1MB,1048576,0.5,99.448339901,2,1
1.5MB,1572864,0.5,99.012981677,2,1
2MB,2097152,0.5,99.44651863,2,1
3MB,3145728,0.5,96.127416238,2,1
4MB,4194304,0.5,102.321670799,2,1
6MB,6291456,0.5,102.315283212,2,1
