label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.5,33.931589903,2,1
384KB,393216,0.5,33.667163564,2,1
512KB,524288,0.5,33.386513668,2,1
768KB,786432,0.25,40.269991801,4,1
1MB,1048576,0.25,39.471856336,4,1
1.5MB,1572864,0.25,38.915074186,4,1
2MB,2097152,0.25,38.337808072,4,1
3MB,3145728,0.25,38.065100754,4,1
4MB,4194304,0.3333333333333333,39.056644117,3,1
6MB,6291456,0.0,34.356337692,2,0
