label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.5,43.934639619,2,1
384KB,393216,0.5,36.589131041,2,1
512KB,524288,0.5,36.741117077,2,1
768KB,786432,1.0,33.510440154,1,1
1MB,1048576,1.0,33.223427344,1,1
1.5MB,1572864,0.0,25.371048849,1,0
2MB,2097152,0.0,24.760623594,1,0
3MB,3145728,0.0,24.948144803,1,0
4MB,4194304,0.0,24.987105155,1,0
6MB,6291456,0.0,24.745487537,1,0
