label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,2.842002136,2,0
384KB,393216,0.0,2.840295492,2,0
512KB,524288,0.0,2.854450151,2,0
768KB,786432,0.0,2.830437045,2,0
1MB,1048576,0.0,2.836234169,2,0
1.5MB,1572864,0.0,2.829883584,2,0
2MB,2097152,0.0,2.839707974,2,0
3MB,3145728,0.0,2.832297689,2,0
4MB,4194304,0.0,2.847610258,2,0
6MB,6291456,0.0,2.824819682,2,0
