label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.5,29.268220856,2,1
384KB,393216,0.5,29.224879173,2,1
512KB,524288,0.5,29.260396521,2,1
768KB,786432,0.5,28.88424301,2,1
1MB,1048576,0.5,29.437967103,2,1
1.5MB,1572864,0.5,29.885375435,2,1
2MB,2097152,0.5,29.272960997,2,1
3MB,3145728,0.5,28.633814715,2,1
4MB,4194304,0.5,29.227948198,2,1
6MB,6291456,0.5,28.816524829,2,1
