label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,1.0,299.384370646,1,1
384KB,393216,1.0,296.771615699,1,1
512KB,524288,1.0,287.088139802,1,1
768KB,786432,1.0,297.226407896,1,1
1MB,1048576,0.0,289.89235975,1,0
1.5MB,1572864,0.0,292.967375723,1,0
2MB,2097152,0.0,292.254438636,1,0
3MB,3145728,0.0,298.533510212,1,0
4MB,4194304,0.0,310.502011409,1,0
6MB,6291456,0.0,317.760530499,1,0
