label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,1.0,255.176495463,1,1
384KB,393216,1.0,263.559445845,1,1
512KB,524288,1.0,263.191806321,1,1
768KB,786432,1.0,250.470966826,1,1
1MB,1048576,1.0,250.755197882,1,1
1.5MB,1572864,1.0,204.807681549,1,1
2MB,2097152,1.0,201.920722422,1,1
3MB,3145728,1.0,201.910675188,1,1
4MB,4194304,1.0,201.903599777,1,1
6MB,6291456,1.0,204.242934089,1,1
