label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,0.0,0.020590584,2,0
384KB,393216,0.0,0.020686875,2,0
512KB,524288,0.0,0.020728208,2,0
768KB,786432,0.0,0.019219875,2,0
1MB,1048576,0.0,0.019600417,2,0
1.5MB,1572864,0.0,0.020147875,2,0
2MB,2097152,0.0,0.020109584,2,0
3MB,3145728,0.0,0.025163292,2,0
4MB,4194304,0.0,0.019806375,2,0
6MB,6291456,0.0,0.019654583,2,0
