label,join_buffer_size_bytes,spill_ratio,spill_count,optimism_level,duration_s
optimistic,6291456,0.0,0,0.0,0.208971906
optimistic,6291456,0.0,0,0.0,0.234536172
optimistic,6291456,0.0,0,0.0,0.213555534
optimistic,6291456,0.0,0,0.0,0.204458365
optimistic,6291456,0.0,0,0.0,0.207750042
optimistic,6291456,0.0,0,0.0,0.217723528
optimistic,6291456,0.0,0,0.0,0.253720518
optimistic,6291456,0.0,0,0.0,0.221902083
optimistic,6291456,0.0,0,0.0,0.225379206
optimistic,6291456,0.0,0,0.0,0.231595555
optimistic,6291456,0.0,0,0.0,0.20616949
optimistic,6291456,0.0,0,0.0,0.218055744
optimistic,6291456,0.0,0,0.0,0.210155415
optimistic,6291456,0.0,0,0.0,0.206651493
optimistic,6291456,0.0,0,0.0,0.226880989
optimistic,6291456,0.0,0,0.0,0.224301815
optimistic,6291456,0.0,0,0.0,0.217140313
optimistic,6291456,0.0,0,0.0,0.224456438
optimistic,6291456,0.0,0,0.0,0.209729129
optimistic,6291456,0.0,0,0.0,0.210731625
optimistic,6291456,0.0,0,0.05,0.233267307
optimistic,6291456,0.0,0,0.05,0.242901464
optimistic,6291456,0.0,0,0.05,0.244570694
optimistic,6291456,0.0,0,0.05,0.239027253
optimistic,6291456,0.0,0,0.05,0.228449234
optimistic,6291456,0.0,0,0.05,0.239840895
optimistic,6291456,0.0,0,0.05,0.25935791
optimistic,6291456,0.0,0,0.05,0.224205623
optimistic,6291456,0.0,0,0.05,0.226830748
optimistic,6291456,0.0,0,0.05,0.236477728
optimistic,6291456,0.0,0,0.05,0.225441267
optimistic,6291456,0.0,0,0.05,0.247775164
optimistic,6291456,0.0,0,0.05,0.236759328
optimistic,6291456,0.0,0,0.05,0.236885747
optimistic,6291456,0.0,0,0.05,0.22245481
optimistic,6291456,0.0,0,0.05,0.238686123
optimistic,6291456,0.0,0,0.05,0.246944314
optimistic,6291456,0.0,0,0.05,0.261907495
optimistic,6291456,0.0,0,0.05,0.24594694
optimistic,6291456,0.0,0,0.05,0.261427116
optimistic,6291456,0.0,0,0.1,0.224249247
optimistic,6291456,0.0,0,0.1,0.236873978
optimistic,6291456,0.0,0,0.1,0.216811327
optimistic,6291456,0.0,0,0.1,0.226072023
optimistic,6291456,0.0,0,0.1,0.21612696
optimistic,6291456,0.0,0,0.1,0.235903883
