label,join_buffer_size_bytes,spill_ratio,spill_count,optimism_level,duration_s
baseline,4194304,0.0,0,0.0,0.248036044
baseline,4194304,0.0,0,0.0,0.25016456
baseline,4194304,0.0,0,0.0,0.226322206
baseline,4194304,0.0,0,0.0,0.223359789
baseline,4194304,0.0,0,0.0,0.217206752
baseline,4194304,0.0,0,0.0,0.219634092
baseline,4194304,0.0,0,0.0,0.21956191
baseline,4194304,0.0,0,0.0,0.241576217
baseline,4194304,0.0,0,0.0,0.224974734
baseline,4194304,0.0,0,0.0,0.218160974
baseline,4194304,0.0,0,0.0,0.23441191
baseline,4194304,0.0,0,0.0,0.245652773
baseline,4194304,0.0,0,0.0,0.226823656
baseline,4194304,0.0,0,0.0,0.231090646
baseline,4194304,0.0,0,0.0,0.217908102
baseline,4194304,0.0,0,0.0,0.243931834
baseline,4194304,0.0,0,0.0,0.245833887
baseline,4194304,0.0,0,0.0,0.22830017
baseline,4194304,0.0,0,0.0,0.234123406
baseline,4194304,0.0,0,0.0,0.231882001
