label,join_buffer_size_bytes,spill_ratio,spill_count,optimism_level,duration_s
baseline,262144,0.0,0,0.0,0.217053956
baseline,262144,0.0,0,0.0,0.212783537
baseline,262144,0.0,0,0.0,0.214331816
baseline,262144,0.0,0,0.0,0.214764032
baseline,262144,0.0,0,0.0,0.213644411
baseline,262144,0.0,0,0.0,0.211655956
baseline,262144,0.0,0,0.0,0.213611044
baseline,262144,0.0,0,0.0,0.211991211
baseline,262144,0.0,0,0.0,0.231797376
baseline,262144,0.0,0,0.0,0.217037087
baseline,262144,0.0,0,0.0,0.214757207
baseline,262144,0.0,0,0.0,0.214070167
baseline,262144,0.0,0,0.0,0.214216822
baseline,262144,0.0,0,0.0,0.215145434
baseline,262144,0.0,0,0.0,0.215078546
baseline,262144,0.0,0,0.0,0.210735832
baseline,262144,0.0,0,0.0,0.21452009
baseline,262144,0.0,0,0.0,0.215725178
baseline,262144,0.0,0,0.0,0.220058523
baseline,262144,0.0,0,0.0,0.232346736
baseline,262144,0.0,0,0.0,0.211495338
baseline,262144,0.0,0,0.0,0.215069746
baseline,262144,0.0,0,0.0,0.221979553
baseline,262144,0.0,0,0.0,0.215337785
baseline,262144,0.0,0,0.0,0.213355004
baseline,262144,0.0,0,0.0,0.211803962
baseline,262144,0.0,0,0.0,0.21266764
baseline,262144,0.0,0,0.0,0.214031392
baseline,262144,0.0,0,0.0,0.214388546
baseline,262144,0.0,0,0.0,0.234308631
baseline,262144,0.0,0,0.0,0.2135021
baseline,262144,0.0,0,0.0,0.215032286
baseline,262144,0.0,0,0.0,0.21523502
baseline,262144,0.0,0,0.0,0.217103859
baseline,262144,0.0,0,0.0,0.21741282
baseline,262144,0.0,0,0.0,0.219097162
baseline,262144,0.0,0,0.0,0.215757642
baseline,262144,0.0,0,0.0,0.215602958
baseline,262144,0.0,0,0.0,0.214908353
baseline,262144,0.0,0,0.0,0.227171816
baseline,262144,0.0,0,0.0,0.216669748
baseline,262144,0.0,0,0.0,0.215980923
baseline,262144,0.0,0,0.0,0.214961087
baseline,262144,0.0,0,0.0,0.21481719
baseline,262144,0.0,0,0.0,0.214866158
baseline,262144,0.0,0,0.0,0.222619493
baseline,262144,0.0,0,0.0,0.215562683
baseline,262144,0.0,0,0.0,0.216037774
baseline,262144,0.0,0,0.0,0.213722061
baseline,262144,0.0,0,0.0,0.216605029
baseline,262144,0.0,0,0.0,0.227205127
baseline,262144,0.0,0,0.0,0.216039227
baseline,262144,0.0,0,0.0,0.217001688
baseline,262144,0.0,0,0.0,0.213727023
baseline,262144,0.0,0,0.0,0.214708313
baseline,262144,0.0,0,0.0,0.213239572
baseline,262144,0.0,0,0.0,0.215367328
baseline,262144,0.0,0,0.0,0.215798002
baseline,262144,0.0,0,0.0,0.21699708
baseline,262144,0.0,0,0.0,0.214801782
baseline,262144,0.0,0,0.0,0.231172872
baseline,262144,0.0,0,0.0,0.218319318
baseline,262144,0.0,0,0.0,0.215304277
baseline,262144,0.0,0,0.0,0.214596607
baseline,262144,0.0,0,0.0,0.217225634
baseline,262144,0.0,0,0.0,0.216103019
baseline,262144,0.0,0,0.0,0.216132429
baseline,262144,0.0,0,0.0,0.216551583
baseline,262144,0.0,0,0.0,0.223161947
baseline,262144,0.0,0,0.0,0.213865033
baseline,262144,0.0,0,0.0,0.23062973
baseline,262144,0.0,0,0.0,0.216291064
baseline,262144,0.0,0,0.0,0.22016119
baseline,262144,0.0,0,0.0,0.214892982
baseline,262144,0.0,0,0.0,0.214714876
baseline,262144,0.0,0,0.0,0.21709019
baseline,262144,0.0,0,0.0,0.214509069
baseline,262144,0.0,0,0.0,0.214085727
baseline,262144,0.0,0,0.0,0.215019382
baseline,262144,0.0,0,0.0,0.213761989
baseline,262144,0.0,0,0.0,0.217869055
baseline,262144,0.0,0,0.0,0.230183377
baseline,262144,0.0,0,0.0,0.214771723
baseline,262144,0.0,0,0.0,0.214260444
baseline,262144,0.0,0,0.0,0.215079063
baseline,262144,0.0,0,0.0,0.221314364
baseline,262144,0.0,0,0.0,0.215462368
baseline,262144,0.0,0,0.0,0.215090355
baseline,262144,0.0,0,0.0,0.215328873
baseline,262144,0.0,0,0.0,0.21524572
baseline,262144,0.0,0,0.0,0.215403552
baseline,262144,0.0,0,0.0,0.236793027
baseline,262144,0.0,0,0.0,0.216361341
baseline,262144,0.0,0,0.0,0.214367859
baseline,262144,0.0,0,0.0,0.215590738
baseline,262144,0.0,0,0.0,0.214686787
baseline,262144,0.0,0,0.0,0.21471782
baseline,262144,0.0,0,0.0,0.214446766
baseline,262144,0.0,0,0.0,0.214285017
baseline,262144,0.0,0,0.0,0.213880805
