label,join_buffer_size_bytes,spill_ratio,spill_count,optimism_level,duration_s
optimistic,262144,0.0,0,0.0,0.217886089
optimistic,262144,0.0,0,0.0,0.225761622
optimistic,262144,0.0,0,0.0,0.219315977
optimistic,262144,0.0,0,0.0,0.215298364
optimistic,262144,0.0,0,0.0,0.22058543
optimistic,262144,0.0,0,0.0,0.216005231
optimistic,262144,0.0,0,0.0,0.217284558
optimistic,262144,0.0,0,0.0,0.213914647
optimistic,262144,0.0,0,0.0,0.217271257
optimistic,262144,0.0,0,0.0,0.216755505
optimistic,262144,0.0,0,0.0,0.214941444
optimistic,262144,0.0,0,0.0,0.219742981
optimistic,262144,0.0,0,0.0,0.232900258
optimistic,262144,0.0,0,0.0,0.21664117
optimistic,262144,0.0,0,0.0,0.224875134
optimistic,262144,0.0,0,0.0,0.216319278
optimistic,262144,0.0,0,0.0,0.216093767
optimistic,262144,0.0,0,0.0,0.216033336
optimistic,262144,0.0,0,0.0,0.217741997
optimistic,262144,0.0,0,0.0,0.21812459
optimistic,262144,0.0,0,0.0,0.215375129
optimistic,262144,0.0,0,0.0,0.21611151
optimistic,262144,0.0,0,0.0,0.234669583
optimistic,262144,0.0,0,0.0,0.215771498
optimistic,262144,0.0,0,0.0,0.217004002
optimistic,262144,0.0,0,0.0,0.216452103
optimistic,262144,0.0,0,0.0,0.214866841
optimistic,262144,0.0,0,0.0,0.216477612
optimistic,262144,0.0,0,0.0,0.213516217
optimistic,262144,0.0,0,0.0,0.214508427
optimistic,262144,0.0,0,0.0,0.217443593
optimistic,262144,0.0,0,0.0,0.216534494
optimistic,262144,0.0,0,0.0,0.2276128
optimistic,262144,0.0,0,0.0,0.218375448
optimistic,262144,0.0,0,0.0,0.218369973
optimistic,262144,0.0,0,0.0,0.215118679
optimistic,262144,0.0,0,0.0,0.217292918
optimistic,262144,0.0,0,0.0,0.224428838
optimistic,262144,0.0,0,0.0,0.2177781
optimistic,262144,0.0,0,0.0,0.215733065
optimistic,262144,0.0,0,0.0,0.216178114
optimistic,262144,0.0,0,0.0,0.217694645
optimistic,262144,0.0,0,0.0,0.223226527
optimistic,262144,0.0,0,0.0,0.226564151
optimistic,262144,0.0,0,0.0,0.216039534
optimistic,262144,0.0,0,0.0,0.215046519
optimistic,262144,0.0,0,0.0,0.217936146
optimistic,262144,0.0,0,0.0,0.216748106
optimistic,262144,0.0,0,0.0,0.21568406
optimistic,262144,0.0,0,0.0,0.216870932
optimistic,262144,0.0,0,0.0,0.215875227
optimistic,262144,0.0,0,0.0,0.21631682
optimistic,262144,0.0,0,0.0,0.215210741
optimistic,262144,0.0,0,0.0,0.231803088
optimistic,262144,0.0,0,0.0,0.218710949
optimistic,262144,0.0,0,0.0,0.217569366
optimistic,262144,0.0,0,0.0,0.215897359
optimistic,262144,0.0,0,0.0,0.215969781
optimistic,262144,0.0,0,0.0,0.216629937
optimistic,262144,0.0,0,0.0,0.215611446
optimistic,262144,0.0,0,0.0,0.223707966
optimistic,262144,0.0,0,0.0,0.214631388
optimistic,262144,0.0,0,0.0,0.215776546
optimistic,262144,0.0,0,0.0,0.230485703
optimistic,262144,0.0,0,0.0,0.218114142
optimistic,262144,0.0,0,0.0,0.216840371
optimistic,262144,0.0,0,0.0,0.215418354
optimistic,262144,0.0,0,0.0,0.215159525
optimistic,262144,0.0,0,0.0,0.216632616
optimistic,262144,0.0,0,0.0,0.21730379
optimistic,262144,0.0,0,0.0,0.214701924
optimistic,262144,0.0,0,0.0,0.214341917
optimistic,262144,0.0,0,0.0,0.217136092
optimistic,262144,0.0,0,0.0,0.223534736
optimistic,262144,0.0,0,0.0,0.224150497
optimistic,262144,0.0,0,0.0,0.216294902
optimistic,262144,0.0,0,0.0,0.215066973
optimistic,262144,0.0,0,0.0,0.2151546
optimistic,262144,0.0,0,0.0,0.217073011
optimistic,262144,0.0,0,0.0,0.216155699
optimistic,262144,0.0,0,0.0,0.215706731
optimistic,262144,0.0,0,0.0,0.216183242
optimistic,262144,0.0,0,0.0,0.215436839
optimistic,262144,0.0,0,0.0,0.226750333
optimistic,262144,0.0,0,0.0,0.231681057
optimistic,262144,0.0,0,0.0,0.220928755
optimistic,262144,0.0,0,0.0,0.211541124
optimistic,262144,0.0,0,0.0,0.214969105
optimistic,262144,0.0,0,0.0,0.217622284
optimistic,262144,0.0,0,0.0,0.216832877
optimistic,262144,0.0,0,0.0,0.216612706
optimistic,262144,0.0,0,0.0,0.21654716
optimistic,262144,0.0,0,0.0,0.216050943
optimistic,262144,0.0,0,0.0,0.218765321
optimistic,262144,0.0,0,0.0,0.227767965
optimistic,262144,0.0,0,0.0,0.215838696
optimistic,262144,0.0,0,0.0,0.215590308
optimistic,262144,0.0,0,0.0,0.214945873
optimistic,262144,0.0,0,0.0,0.212259002
optimistic,262144,0.0,0,0.0,0.216410982
optimistic,262144,0.0,0,0.05,0.212986436
optimistic,262144,0.0,0,0.05,0.215584759
optimistic,262144,0.0,0,0.05,0.218694807
optimistic,262144,0.0,0,0.05,0.21592018
optimistic,262144,0.0,0,0.05,0.226174023
optimistic,262144,0.0,0,0.05,0.2248734
optimistic,262144,0.0,0,0.05,0.22343422
optimistic,262144,0.0,0,0.05,0.22236174
optimistic,262144,0.0,0,0.05,0.216916985
optimistic,262144,0.0,0,0.05,0.215656451
