label,join_buffer_size_bytes,spill_ratio,spill_count,optimistic_count,optimism_level,duration_s
q6,4194304,0.0,0,0,0.0,0.282811708
q6,4194304,0.0,0,0,0.0,0.293445667
q6,4194304,0.0,0,0,0.0,0.286675916
q6,4194304,0.0,0,0,0.0,0.286644209
q6,4194304,0.0,0,0,0.0,0.287704792
q6,4194304,0.0,0,0,0.0,0.28739475
q6,4194304,0.0,0,0,0.0,0.283797333
q6,4194304,0.0,0,0,0.0,0.287963709
q6,4194304,0.0,0,0,0.0,0.287755125
q6,4194304,0.0,0,0,0.0,0.284299375
q6,4194304,0.0,0,0,0.0,0.288931875
q6,4194304,0.0,0,0,0.0,0.286989375
q6,4194304,0.0,0,0,0.0,0.285988458
q6,4194304,0.0,0,0,0.0,0.287697708
q6,4194304,0.0,0,0,0.0,0.287900083
q6,4194304,0.0,0,0,0.0,0.283949792
q6,4194304,0.0,0,0,0.0,0.296128958
q6,4194304,0.0,0,0,0.0,0.28864475
q6,4194304,0.0,0,0,0.0,0.284766833
q6,4194304,0.0,0,0,0.0,0.287838708
q6,4194304,0.0,0,0,0.0,0.299600542
q6,4194304,0.0,0,0,0.0,0.283696375
q6,4194304,0.0,0,0,0.0,0.290135584
q6,4194304,0.0,0,0,0.0,0.286615834
q6,4194304,0.0,0,0,0.0,0.286841084
q6,4194304,0.0,0,0,0.0,0.266337
q6,4194304,0.0,0,0,0.0,0.265431125
q6,4194304,0.0,0,0,0.0,0.282557208
q6,4194304,0.0,0,0,0.0,0.266427291
q6,4194304,0.0,0,0,0.0,0.263540458
q6,4194304,0.0,0,0,0.0,0.265159584
q6,4194304,0.0,0,0,0.0,0.265817791
q6,4194304,0.0,0,0,0.0,0.262050583
q6,4194304,0.0,0,0,0.0,0.2651295
q6,4194304,0.0,0,0,0.0,0.269952208
q6,4194304,0.0,0,0,0.0,0.269371041
q6,4194304,0.0,0,0,0.0,0.259718083
q6,4194304,0.0,0,0,0.0,0.2614035
q6,4194304,0.0,0,0,0.0,0.262085125
q6,4194304,0.0,0,0,0.0,0.262481625
q6,4194304,0.0,0,0,0.0,0.260985542
q6,4194304,0.0,0,0,0.0,0.260030209
q6,4194304,0.0,0,0,0.0,0.264355625
q6,4194304,0.0,0,0,0.0,0.259639042
q6,4194304,0.0,0,0,0.0,0.260811583
q6,4194304,0.0,0,0,0.0,0.259210583
q6,4194304,0.0,0,0,0.0,0.268861959
q6,4194304,0.0,0,0,0.0,0.258490584
q6,4194304,0.0,0,0,0.0,0.258010625
q6,4194304,0.0,0,0,0.0,0.279437583
q6,4194304,0.0,0,0,0.0,0.2591965
q6,4194304,0.0,0,0,0.0,0.260598666
q6,4194304,0.0,0,0,0.0,0.259792042
q6,4194304,0.0,0,0,0.0,0.2592835
q6,4194304,0.0,0,0,0.0,0.258676584
q6,4194304,0.0,0,0,0.0,0.25993425
q6,4194304,0.0,0,0,0.0,0.261093625
q6,4194304,0.0,0,0,0.0,0.259969792
q6,4194304,0.0,0,0,0.0,0.262983
q6,4194304,0.0,0,0,0.0,0.259570583
q6,4194304,0.0,0,0,0.0,0.259820792
q6,4194304,0.0,0,0,0.0,0.259093125
q6,4194304,0.0,0,0,0.0,0.259973875
q6,4194304,0.0,0,0,0.0,0.261298292
q6,4194304,0.0,0,0,0.0,0.259804875
q6,4194304,0.0,0,0,0.0,0.263251583
q6,4194304,0.0,0,0,0.0,0.260187792
q6,4194304,0.0,0,0,0.0,0.261910125
q6,4194304,0.0,0,0,0.0,0.259441042
q6,4194304,0.0,0,0,0.0,0.258475666
q6,4194304,0.0,0,0,0.0,0.259048667
q6,4194304,0.0,0,0,0.0,0.266037667
q6,4194304,0.0,0,0,0.0,0.25880425
q6,4194304,0.0,0,0,0.0,0.260338875
q6,4194304,0.0,0,0,0.0,0.261624709
q6,4194304,0.0,0,0,0.0,0.262980208
q6,4194304,0.0,0,0,0.0,0.260142834
q6,4194304,0.0,0,0,0.0,0.274453875
q6,4194304,0.0,0,0,0.0,0.260693917
q6,4194304,0.0,0,0,0.0,0.271063625
q6,4194304,0.0,0,0,0.0,0.260416917
q6,4194304,0.0,0,0,0.0,0.262071542
q6,4194304,0.0,0,0,0.0,0.260140375
q6,4194304,0.0,0,0,0.0,0.262553125
q6,4194304,0.0,0,0,0.0,0.260548041
q6,4194304,0.0,0,0,0.0,0.259399958
q6,4194304,0.0,0,0,0.0,0.261289
q6,4194304,0.0,0,0,0.0,0.260508041
q6,4194304,0.0,0,0,0.0,0.260898041
q6,4194304,0.0,0,0,0.0,0.261288959
q6,4194304,0.0,0,0,0.0,0.260775791
q6,4194304,0.0,0,0,0.0,0.276847375
q6,4194304,0.0,0,0,0.0,0.260368959
q6,4194304,0.0,0,0,0.0,0.26582325
q6,4194304,0.0,0,0,0.0,0.262027083
