label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
q6,2097152,2MB,1,112.0
q6,2097152,2MB,2,105.0
q6,2097152,2MB,3,96.0
q6,2097152,2MB,4,84.7
q6,2097152,2MB,5,76.2
q6,2097152,2MB,6,71.5
q6,2097152,2MB,7,64.7
q6,2097152,2MB,8,63.4
q6,2097152,2MB,9,56.6
q6,2097152,2MB,10,32.7
q6,2097152,2MB,11,25.6
q6,2097152,2MB,12,19.9
q6,2097152,2MB,13,18.4
q6,2097152,2MB,1,112.0
q6,2097152,2MB,2,105.0
q6,2097152,2MB,3,96.2
q6,2097152,2MB,4,84.9
q6,2097152,2MB,5,76.7
q6,2097152,2MB,6,71.8
q6,2097152,2MB,7,65.1
q6,2097152,2MB,8,63.8
q6,2097152,2MB,9,57.1
q6,2097152,2MB,10,33.4
q6,2097152,2MB,11,26.0
q6,2097152,2MB,12,20.5
q6,2097152,2MB,13,19.0
q6,2097152,2MB,1,113.0
q6,2097152,2MB,2,106.0
q6,2097152,2MB,3,96.9
q6,2097152,2MB,4,85.5
q6,2097152,2MB,5,77.2
q6,2097152,2MB,6,72.3
q6,2097152,2MB,7,65.4
q6,2097152,2MB,8,64.1
q6,2097152,2MB,9,57.4
q6,2097152,2MB,10,32.9
q6,2097152,2MB,11,25.8
q6,2097152,2MB,12,20.3
q6,2097152,2MB,13,18.9
q6,2097152,2MB,1,112.0
q6,2097152,2MB,2,105.0
q6,2097152,2MB,3,96.0
q6,2097152,2MB,4,84.5
q6,2097152,2MB,5,76.3
q6,2097152,2MB,6,71.5
q6,2097152,2MB,7,64.8
q6,2097152,2MB,8,63.5
q6,2097152,2MB,9,56.8
q6,2097152,2MB,10,32.8
q6,2097152,2MB,11,25.7
q6,2097152,2MB,12,20.1
q6,2097152,2MB,13,18.7
q6,2097152,2MB,1,111.0
q6,2097152,2MB,2,104.0
q6,2097152,2MB,3,95.4
q6,2097152,2MB,4,84.2
q6,2097152,2MB,5,75.9
q6,2097152,2MB,6,71.0
q6,2097152,2MB,7,64.3
q6,2097152,2MB,8,63.0
q6,2097152,2MB,9,56.3
q6,2097152,2MB,10,32.4
q6,2097152,2MB,11,25.3
q6,2097152,2MB,12,19.9
q6,2097152,2MB,13,18.4
q6,2097152,2MB,1,113.0
q6,2097152,2MB,2,106.0
q6,2097152,2MB,3,96.4
q6,2097152,2MB,4,85.1
q6,2097152,2MB,5,76.7
q6,2097152,2MB,6,71.9
q6,2097152,2MB,7,65.0
q6,2097152,2MB,8,63.7
q6,2097152,2MB,9,57.1
q6,2097152,2MB,10,32.3
q6,2097152,2MB,11,25.2
q6,2097152,2MB,12,19.7
