label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.1
q7,1048576,1MB,5,94.4
q7,1048576,1MB,6,92.6
q7,1048576,1MB,7,84.5
q7,1048576,1MB,8,57.1
q7,1048576,1MB,9,20.8
q7,1048576,1MB,10,9.59
q7,1048576,1MB,11,8.62
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,107.0
q7,1048576,1MB,3,99.7
q7,1048576,1MB,4,96.9
q7,1048576,1MB,5,94.2
q7,1048576,1MB,6,92.5
q7,1048576,1MB,7,84.8
q7,1048576,1MB,8,57.5
q7,1048576,1MB,9,21.1
q7,1048576,1MB,10,9.56
q7,1048576,1MB,11,8.67
q7,1048576,1MB,1,127.0
q7,1048576,1MB,2,110.0
q7,1048576,1MB,3,102.0
q7,1048576,1MB,4,99.1
q7,1048576,1MB,5,96.4
q7,1048576,1MB,6,94.7
q7,1048576,1MB,7,86.8
q7,1048576,1MB,8,59.4
q7,1048576,1MB,9,20.9
q7,1048576,1MB,10,9.49
q7,1048576,1MB,11,8.6
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.4
q7,1048576,1MB,5,94.7
q7,1048576,1MB,6,92.9
q7,1048576,1MB,7,85.1
q7,1048576,1MB,8,58.4
q7,1048576,1MB,9,21.1
q7,1048576,1MB,10,9.56
q7,1048576,1MB,11,8.67
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.5
q7,1048576,1MB,5,94.9
q7,1048576,1MB,6,93.1
q7,1048576,1MB,7,85.1
q7,1048576,1MB,8,58.3
q7,1048576,1MB,9,21.0
q7,1048576,1MB,10,9.76
q7,1048576,1MB,11,8.9
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.1
q7,1048576,1MB,5,94.5
q7,1048576,1MB,6,92.7
q7,1048576,1MB,7,84.6
q7,1048576,1MB,8,57.5
q7,1048576,1MB,9,21.3
q7,1048576,1MB,10,9.73
q7,1048576,1MB,11,8.84
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,98.3
q7,1048576,1MB,5,95.6
q7,1048576,1MB,6,93.8
q7,1048576,1MB,7,85.9
q7,1048576,1MB,8,58.1
q7,1048576,1MB,9,21.0
q7,1048576,1MB,10,9.48
q7,1048576,1MB,11,8.61
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,107.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.2
q7,1048576,1MB,5,94.5
q7,1048576,1MB,6,92.8
q7,1048576,1MB,7,85.1
q7,1048576,1MB,8,57.6
q7,1048576,1MB,9,20.9
q7,1048576,1MB,10,9.57
q7,1048576,1MB,11,8.7
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,97.9
q7,1048576,1MB,5,95.3
q7,1048576,1MB,6,93.5
q7,1048576,1MB,7,85.5
q7,1048576,1MB,8,58.4
q7,1048576,1MB,9,21.0
q7,1048576,1MB,10,9.47
q7,1048576,1MB,11,8.6
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,98.0
q7,1048576,1MB,5,95.4
q7,1048576,1MB,6,93.6
q7,1048576,1MB,7,85.5
q7,1048576,1MB,8,57.9
q7,1048576,1MB,9,20.8
q7,1048576,1MB,10,9.45
q7,1048576,1MB,11,8.54
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,107.0
q7,1048576,1MB,3,99.7
q7,1048576,1MB,4,96.8
q7,1048576,1MB,5,94.1
q7,1048576,1MB,6,92.3
q7,1048576,1MB,7,84.3
q7,1048576,1MB,8,57.3
q7,1048576,1MB,9,20.8
q7,1048576,1MB,10,9.36
q7,1048576,1MB,11,8.49
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,102.0
q7,1048576,1MB,4,98.9
q7,1048576,1MB,5,96.2
q7,1048576,1MB,6,94.5
q7,1048576,1MB,7,86.9
q7,1048576,1MB,8,59.2
q7,1048576,1MB,9,21.4
q7,1048576,1MB,10,9.9
q7,1048576,1MB,11,9.02
q7,1048576,1MB,1,127.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,98.6
q7,1048576,1MB,5,95.9
q7,1048576,1MB,6,94.2
q7,1048576,1MB,7,86.2
q7,1048576,1MB,8,58.8
q7,1048576,1MB,9,20.8
q7,1048576,1MB,10,9.58
q7,1048576,1MB,11,8.71
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,107.0
q7,1048576,1MB,3,99.9
q7,1048576,1MB,4,97.1
q7,1048576,1MB,5,94.4
q7,1048576,1MB,6,92.7
q7,1048576,1MB,7,84.8
q7,1048576,1MB,8,57.7
q7,1048576,1MB,9,20.8
q7,1048576,1MB,10,9.42
q7,1048576,1MB,11,8.57
q7,1048576,1MB,1,123.0
q7,1048576,1MB,2,106.0
q7,1048576,1MB,3,98.7
q7,1048576,1MB,4,96.0
q7,1048576,1MB,5,93.3
q7,1048576,1MB,6,91.6
q7,1048576,1MB,7,83.9
q7,1048576,1MB,8,56.8
q7,1048576,1MB,9,20.4
q7,1048576,1MB,10,9.27
q7,1048576,1MB,11,8.41
q7,1048576,1MB,1,127.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,102.0
q7,1048576,1MB,4,98.7
q7,1048576,1MB,5,96.0
q7,1048576,1MB,6,94.2
q7,1048576,1MB,7,86.2
q7,1048576,1MB,8,57.8
q7,1048576,1MB,9,20.8
q7,1048576,1MB,10,9.61
q7,1048576,1MB,11,8.67
q7,1048576,1MB,1,127.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,102.0
q7,1048576,1MB,4,98.7
q7,1048576,1MB,5,96.0
q7,1048576,1MB,6,94.3
q7,1048576,1MB,7,86.6
q7,1048576,1MB,8,59.2
q7,1048576,1MB,9,21.2
q7,1048576,1MB,10,9.68
q7,1048576,1MB,11,8.7
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,107.0
q7,1048576,1MB,3,99.4
q7,1048576,1MB,4,96.4
q7,1048576,1MB,5,93.7
q7,1048576,1MB,6,91.9
q7,1048576,1MB,7,84.1
q7,1048576,1MB,8,57.1
q7,1048576,1MB,9,20.9
q7,1048576,1MB,10,9.47
q7,1048576,1MB,11,8.6
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.6
q7,1048576,1MB,5,94.9
q7,1048576,1MB,6,93.2
q7,1048576,1MB,7,85.4
q7,1048576,1MB,8,57.6
q7,1048576,1MB,9,21.0
q7,1048576,1MB,10,9.47
q7,1048576,1MB,11,8.57
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,98.2
q7,1048576,1MB,5,95.5
q7,1048576,1MB,6,93.7
q7,1048576,1MB,7,85.7
q7,1048576,1MB,8,57.2
q7,1048576,1MB,9,20.6
q7,1048576,1MB,10,9.28
q7,1048576,1MB,11,8.42
q7,1048576,1MB,1,127.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,98.5
q7,1048576,1MB,5,95.8
q7,1048576,1MB,6,93.9
q7,1048576,1MB,7,86.0
q7,1048576,1MB,8,58.1
q7,1048576,1MB,9,21.0
q7,1048576,1MB,10,9.53
q7,1048576,1MB,11,8.66
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,97.9
q7,1048576,1MB,5,95.2
q7,1048576,1MB,6,93.5
q7,1048576,1MB,7,85.7
q7,1048576,1MB,8,58.3
q7,1048576,1MB,9,21.3
q7,1048576,1MB,10,9.91
q7,1048576,1MB,11,9.02
q7,1048576,1MB,1,125.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.5
q7,1048576,1MB,5,94.8
q7,1048576,1MB,6,93.1
q7,1048576,1MB,7,85.3
q7,1048576,1MB,8,58.6
q7,1048576,1MB,9,21.1
q7,1048576,1MB,10,9.58
q7,1048576,1MB,11,8.71
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,109.0
q7,1048576,1MB,3,101.0
q7,1048576,1MB,4,98.2
q7,1048576,1MB,5,95.5
q7,1048576,1MB,6,93.7
q7,1048576,1MB,7,85.6
q7,1048576,1MB,8,57.5
q7,1048576,1MB,9,20.7
q7,1048576,1MB,10,9.32
q7,1048576,1MB,11,8.45
q7,1048576,1MB,1,126.0
q7,1048576,1MB,2,108.0
q7,1048576,1MB,3,100.0
q7,1048576,1MB,4,97.4
q7,1048576,1MB,5,94.7
q7,1048576,1MB,6,92.9
q7,1048576,1MB,7,85.1
q7,1048576,1MB,8,57.7
q7,1048576,1MB,9,20.7
q7,1048576,1MB,10,9.27
q7,1048576,1MB,11,8.42
q7,1048576,1MB,1,127.0
q7,1048576,1MB,2,110.0
q7,1048576,1MB,3,103.0
q7,1048576,1MB,4,99.7
q7,1048576,1MB,5,97.1
q7,1048576,1MB,6,95.3
q7,1048576,1MB,7,87.6
q7,1048576,1MB,8,60.1
