label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
q7,2097152,2MB,1,106.0
q7,2097152,2MB,2,88.3
q7,2097152,2MB,3,80.9
q7,2097152,2MB,4,78.0
q7,2097152,2MB,5,75.3
q7,2097152,2MB,6,73.6
q7,2097152,2MB,7,65.6
q7,2097152,2MB,8,40.0
q7,2097152,2MB,9,21.0
q7,2097152,2MB,10,9.54
q7,2097152,2MB,11,8.64
q7,2097152,2MB,1,105.0
q7,2097152,2MB,2,88.0
q7,2097152,2MB,3,80.5
q7,2097152,2MB,4,77.7
q7,2097152,2MB,5,75.0
q7,2097152,2MB,6,73.3
q7,2097152,2MB,7,65.5
q7,2097152,2MB,8,40.1
q7,2097152,2MB,9,20.9
q7,2097152,2MB,10,9.39
q7,2097152,2MB,11,8.51
q7,2097152,2MB,1,106.0
q7,2097152,2MB,2,88.8
q7,2097152,2MB,3,81.3
q7,2097152,2MB,4,78.4
q7,2097152,2MB,5,75.8
q7,2097152,2MB,6,74.0
q7,2097152,2MB,7,66.2
q7,2097152,2MB,8,40.3
q7,2097152,2MB,9,21.0
q7,2097152,2MB,10,9.59
q7,2097152,2MB,11,8.69
q7,2097152,2MB,1,106.0
q7,2097152,2MB,2,88.4
q7,2097152,2MB,3,80.9
q7,2097152,2MB,4,78.1
q7,2097152,2MB,5,75.4
q7,2097152,2MB,6,73.7
q7,2097152,2MB,7,65.9
q7,2097152,2MB,8,40.4
q7,2097152,2MB,9,21.3
q7,2097152,2MB,10,9.86
q7,2097152,2MB,11,8.95
q7,2097152,2MB,1,106.0
q7,2097152,2MB,2,88.1
q7,2097152,2MB,3,80.6
q7,2097152,2MB,4,77.7
q7,2097152,2MB,5,74.9
q7,2097152,2MB,6,73.2
q7,2097152,2MB,7,65.3
q7,2097152,2MB,8,40.0
q7,2097152,2MB,9,20.4
q7,2097152,2MB,10,9.22
q7,2097152,2MB,11,8.27
q7,2097152,2MB,1,107.0
q7,2097152,2MB,2,89.3
q7,2097152,2MB,3,81.7
q7,2097152,2MB,4,78.8
q7,2097152,2MB,5,76.1
q7,2097152,2MB,6,74.3
q7,2097152,2MB,7,66.3
q7,2097152,2MB,8,40.1
q7,2097152,2MB,9,20.9
q7,2097152,2MB,10,9.62
q7,2097152,2MB,11,8.73
q7,2097152,2MB,1,107.0
q7,2097152,2MB,2,88.8
q7,2097152,2MB,3,81.3
q7,2097152,2MB,4,78.4
q7,2097152,2MB,5,75.7
q7,2097152,2MB,6,73.9
q7,2097152,2MB,7,65.8
q7,2097152,2MB,8,40.3
q7,2097152,2MB,9,21.1
q7,2097152,2MB,10,9.67
