label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
q5,524288,512KB,1,105.0
q5,524288,512KB,2,100.0
q5,524288,512KB,3,97.1
q5,524288,512KB,4,88.2
q5,524288,512KB,5,77.4
q5,524288,512KB,6,69.3
q5,524288,512KB,7,55.2
q5,524288,512KB,8,47.8
q5,524288,512KB,9,44.8
q5,524288,512KB,10,32.0
q5,524288,512KB,1,107.0
q5,524288,512KB,2,102.0
q5,524288,512KB,3,97.2
q5,524288,512KB,4,87.9
q5,524288,512KB,5,77.7
q5,524288,512KB,6,70.1
q5,524288,512KB,7,56.2
q5,524288,512KB,8,48.8
q5,524288,512KB,9,45.9
q5,524288,512KB,10,32.2
q5,524288,512KB,1,110.0
q5,524288,512KB,2,104.0
q5,524288,512KB,3,100.0
q5,524288,512KB,4,91.2
q5,524288,512KB,5,79.9
q5,524288,512KB,6,71.9
q5,524288,512KB,7,57.3
q5,524288,512KB,8,50.2
q5,524288,512KB,9,46.8
q5,524288,512KB,10,33.2
q5,524288,512KB,1,105.0
q5,524288,512KB,2,101.0
q5,524288,512KB,3,98.7
q5,524288,512KB,4,88.6
q5,524288,512KB,5,75.8
q5,524288,512KB,6,67.9
q5,524288,512KB,7,53.7
q5,524288,512KB,8,46.8
q5,524288,512KB,9,43.7
q5,524288,512KB,10,29.8
q5,524288,512KB,1,102.0
q5,524288,512KB,2,96.4
q5,524288,512KB,3,94.1
q5,524288,512KB,4,87.2
q5,524288,512KB,5,74.5
q5,524288,512KB,6,66.8
q5,524288,512KB,7,52.9
q5,524288,512KB,8,46.2
q5,524288,512KB,9,43.3
q5,524288,512KB,10,30.3
q5,524288,512KB,1,103.0
q5,524288,512KB,2,97.1
q5,524288,512KB,3,93.6
q5,524288,512KB,4,84.7
q5,524288,512KB,5,74.7
q5,524288,512KB,6,66.3
q5,524288,512KB,7,52.3
q5,524288,512KB,8,45.4
q5,524288,512KB,9,42.1
q5,524288,512KB,10,28.6
q5,524288,512KB,1,102.0
q5,524288,512KB,2,97.7
q5,524288,512KB,3,95.7
q5,524288,512KB,4,88.6
q5,524288,512KB,5,78.4
q5,524288,512KB,6,70.8
q5,524288,512KB,7,56.6
q5,524288,512KB,8,49.4
q5,524288,512KB,9,46.2
q5,524288,512KB,10,33.0
q5,524288,512KB,1,105.0
q5,524288,512KB,2,101.0
q5,524288,512KB,3,98.8
q5,524288,512KB,4,92.4
q5,524288,512KB,5,82.3
q5,524288,512KB,6,74.3
q5,524288,512KB,7,53.8
q5,524288,512KB,8,44.8
q5,524288,512KB,9,41.6
q5,524288,512KB,10,28.3
q5,524288,512KB,1,107.0
q5,524288,512KB,2,102.0
q5,524288,512KB,3,100.0
q5,524288,512KB,4,91.8
q5,524288,512KB,5,77.6
q5,524288,512KB,6,69.0
q5,524288,512KB,7,52.9
q5,524288,512KB,8,45.4
q5,524288,512KB,9,42.2
