label,join_buffer_size_bytes,spill_ratio,spill_count,optimistic_count,optimism_level,duration_s
query49,2097152,0.0,0,0,0.0,0.046235846
query49,2097152,0.0,0,0,0.0,0.045943875
query49,2097152,0.0,0,0,0.0,0.04747126
query49,2097152,0.0,0,0,0.0,0.046074275
query49,2097152,0.0,0,0,0.0,0.045843762
query49,2097152,0.0,0,0,0.0,0.046796993
query49,2097152,0.0,0,0,0.0,0.046556964
query49,2097152,0.0,0,0,0.0,0.046115806
query49,2097152,0.0,0,0,0.0,0.045981998
query49,2097152,0.0,0,0,0.0,0.046370407
query49,2097152,0.0,0,0,0.0,0.04570295
query49,2097152,0.0,0,0,0.0,0.045667311
query49,2097152,0.0,0,0,0.0,0.047995509
query49,2097152,0.0,0,0,0.0,0.045813716
query49,2097152,0.0,0,0,0.0,0.048314358
query49,2097152,0.0,0,0,0.0,0.046230045
query49,2097152,0.0,0,0,0.0,0.047357982
query49,2097152,0.0,0,0,0.0,0.046972448
query49,2097152,0.0,0,0,0.0,0.046493925
query49,2097152,0.0,0,0,0.0,0.045770776
query49,2097152,0.0,0,0,0.0,0.047296029
query49,2097152,0.0,0,0,0.0,0.047845711
query49,2097152,0.0,0,0,0.0,0.047042585
query49,2097152,0.0,0,0,0.0,0.046139478
query49,2097152,0.0,0,0,0.0,0.046729366
query49,2097152,0.0,0,0,0.0,0.04597357
query49,2097152,0.0,0,0,0.0,0.044955637
query49,2097152,0.0,0,0,0.0,0.046747294
query49,2097152,0.0,0,0,0.0,0.046537148
query49,2097152,0.0,0,0,0.0,0.046557503
query49,2097152,0.0,0,0,0.0,0.046554809
query49,2097152,0.0,0,0,0.0,0.046055028
query49,2097152,0.0,0,0,0.0,0.046614946
query49,2097152,0.0,0,0,0.0,0.047143577
query49,2097152,0.0,0,0,0.0,0.04690534
query49,2097152,0.0,0,0,0.0,0.04682515
query49,2097152,0.0,0,0,0.0,0.047268456
query49,2097152,0.0,0,0,0.0,0.045546395
query49,2097152,0.0,0,0,0.0,0.046660602
query49,2097152,0.0,0,0,0.0,0.045806763
query49,2097152,0.0,0,0,0.0,0.045658273
query49,2097152,0.0,0,0,0.0,0.045690632
query49,2097152,0.0,0,0,0.0,0.04662177
query49,2097152,0.0,0,0,0.0,0.046171914
query49,2097152,0.0,0,0,0.0,0.045896382
query49,2097152,0.0,0,0,0.0,0.046069954
query49,2097152,0.0,0,0,0.0,0.046450135
query49,2097152,0.0,0,0,0.0,0.047063324
query49,2097152,0.0,0,0,0.0,0.04679811
query49,2097152,0.0,0,0,0.0,0.046290845
query49,2097152,0.0,0,0,0.0,0.047460642
query49,2097152,0.0,0,0,0.0,0.04575268
query49,2097152,0.0,0,0,0.0,0.048225352
query49,2097152,0.0,0,0,0.0,0.053714456
query49,2097152,0.0,0,0,0.0,0.047498289
query49,2097152,0.0,0,0,0.0,0.046932584
query49,2097152,0.0,0,0,0.0,0.047876554
query49,2097152,0.0,0,0,0.0,0.045339927
query49,2097152,0.0,0,0,0.0,0.045932609
query49,2097152,0.0,0,0,0.0,0.046383609
query49,2097152,0.0,0,0,0.0,0.045750846
query49,2097152,0.0,0,0,0.0,0.046960141
query49,2097152,0.0,0,0,0.0,0.046629974
query49,2097152,0.0,0,0,0.0,0.046132659
query49,2097152,0.0,0,0,0.0,0.045723859
query49,2097152,0.0,0,0,0.0,0.047744642
query49,2097152,0.0,0,0,0.0,0.046478908
query49,2097152,0.0,0,0,0.0,0.045946443
query49,2097152,0.0,0,0,0.0,0.045646281
query49,2097152,0.0,0,0,0.0,0.046670011
query49,2097152,0.0,0,0,0.0,0.0460769
query49,2097152,0.0,0,0,0.0,0.046548032
query49,2097152,0.0,0,0,0.0,0.045916709
query49,2097152,0.0,0,0,0.0,0.046411769
query49,2097152,0.0,0,0,0.0,0.046082772
query49,2097152,0.0,0,0,0.0,0.047126407
query49,2097152,0.0,0,0,0.0,0.047349257
query49,2097152,0.0,0,0,0.0,0.046062702
query49,2097152,0.0,0,0,0.0,0.047165112
query49,2097152,0.0,0,0,0.0,0.046509833
query49,2097152,0.0,0,0,0.0,0.046566993
query49,2097152,0.0,0,0,0.0,0.047004931
query49,2097152,0.0,0,0,0.0,0.046372998
query49,2097152,0.0,0,0,0.0,0.046437519
query49,2097152,0.0,0,0,0.0,0.046347637
query49,2097152,0.0,0,0,0.0,0.04604599
query49,2097152,0.0,0,0,0.0,0.047223858
query49,2097152,0.0,0,0,0.0,0.045547129
query49,2097152,0.0,0,0,0.0,0.047135787
query49,2097152,0.0,0,0,0.0,0.046649458
query49,2097152,0.0,0,0,0.0,0.046115525
query49,2097152,0.0,0,0,0.0,0.047231554
query49,2097152,0.0,0,0,0.0,0.047837967
query49,2097152,0.0,0,0,0.0,0.045496594
query49,2097152,0.0,0,0,0.0,0.048149257
query49,2097152,0.0,0,0,0.0,0.046107676
query49,2097152,0.0,0,0,0.0,0.046545284
query49,2097152,0.0,0,0,0.0,0.04774406
query49,2097152,0.0,0,0,0.0,0.046757354
query49,2097152,0.0,0,0,0.0,0.045729963
query49,2097152,0.0,0,0,0.0,0.04658976
query49,2097152,0.0,0,0,0.0,0.045602691
query49,2097152,0.0,0,0,0.0,0.045903615
query49,2097152,0.0,0,0,0.0,0.047281513
query49,2097152,0.0,0,0,0.0,0.046072737
query49,2097152,0.0,0,0,0.0,0.047142456
query49,2097152,0.0,0,0,0.0,0.047948875
query49,2097152,0.0,0,0,0.0,0.046346439
query49,2097152,0.0,0,0,0.0,0.046244207
query49,2097152,0.0,0,0,0.0,0.045943696
query49,2097152,0.0,0,0,0.0,0.04669067
query49,2097152,0.0,0,0,0.0,0.049981089
query49,2097152,0.0,0,0,0.0,0.046696615
query49,2097152,0.0,0,0,0.0,0.045799101
query49,2097152,0.0,0,0,0.0,0.046379376
query49,2097152,0.0,0,0,0.0,0.045991156
query49,2097152,0.0,0,0,0.0,0.04665976
query49,2097152,0.0,0,0,0.0,0.045649056
query49,2097152,0.0,0,0,0.0,0.045667222
query49,2097152,0.0,0,0,0.0,0.047416912
query49,2097152,0.0,0,0,0.0,0.046408905
query49,2097152,0.0,0,0,0.0,0.046312632
query49,2097152,0.0,0,0,0.0,0.046228454
query49,2097152,0.0,0,0,0.0,0.046690942
query49,2097152,0.0,0,0,0.0,0.046223734
query49,2097152,0.0,0,0,0.0,0.047002008
query49,2097152,0.0,0,0,0.0,0.046690482
query49,2097152,0.0,0,0,0.0,0.047235477
query49,2097152,0.0,0,0,0.0,0.046347936
query49,2097152,0.0,0,0,0.0,0.046741066
query49,2097152,0.0,0,0,0.0,0.046235162
query49,2097152,0.0,0,0,0.0,0.045528828
query49,2097152,0.0,0,0,0.0,0.047028346
query49,2097152,0.0,0,0,0.0,0.047260785
query49,2097152,0.0,0,0,0.0,0.047163273
query49,2097152,0.0,0,0,0.0,0.046850083
query49,2097152,0.0,0,0,0.0,0.048385506
query49,2097152,0.0,0,0,0.0,0.046608493
query49,2097152,0.0,0,0,0.0,0.046612472
query49,2097152,0.0,0,0,0.0,0.047775944
query49,2097152,0.0,0,0,0.0,0.046148269
query49,2097152,0.0,0,0,0.0,0.046942428
query49,2097152,0.0,0,0,0.0,0.046865894
query49,2097152,0.0,0,0,0.0,0.046078541
query49,2097152,0.0,0,0,0.0,0.047311844
query49,2097152,0.0,0,0,0.0,0.046529744
query49,2097152,0.0,0,0,0.0,0.046256639
query49,2097152,0.0,0,0,0.0,0.046387669
query49,2097152,0.0,0,0,0.0,0.045610943
query49,2097152,0.0,0,0,0.0,0.047500039
query49,2097152,0.0,0,0,0.0,0.048176278
query49,2097152,0.0,0,0,0.0,0.04668381
query49,2097152,0.0,0,0,0.0,0.046565051
query49,2097152,0.0,0,0,0.0,0.047042147
query49,2097152,0.0,0,0,0.0,0.047048981
query49,2097152,0.0,0,0,0.0,0.04644413
query49,2097152,0.0,0,0,0.0,0.046454783
query49,2097152,0.0,0,0,0.0,0.04706927
query49,2097152,0.0,0,0,0.0,0.046733279
query49,2097152,0.0,0,0,0.0,0.046081171
query49,2097152,0.0,0,0,0.0,0.054379962
query49,2097152,0.0,0,0,0.0,0.046857886
query49,2097152,0.0,0,0,0.0,0.047212419
query49,2097152,0.0,0,0,0.0,0.048202256
query49,2097152,0.0,0,0,0.0,0.046085114
query49,2097152,0.0,0,0,0.0,0.046335424
query49,2097152,0.0,0,0,0.0,0.04689906
query49,2097152,0.0,0,0,0.0,0.046603058
query49,2097152,0.0,0,0,0.0,0.046730364
query49,2097152,0.0,0,0,0.0,0.04786107
query49,2097152,0.0,0,0,0.0,0.047074611
query49,2097152,0.0,0,0,0.0,0.046591712
query49,2097152,0.0,0,0,0.0,0.047359781
query49,2097152,0.0,0,0,0.0,0.045749032
query49,2097152,0.0,0,0,0.0,0.046211326
query49,2097152,0.0,0,0,0.0,0.046567169
query49,2097152,0.0,0,0,0.0,0.047016274
query49,2097152,0.0,0,0,0.0,0.047284136
