label,join_buffer_size_bytes,spill_ratio,spill_count,optimistic_count,optimism_level,duration_s
query96,2097152,0.0,0,0,0.0,0.045800542
query96,2097152,0.0,0,0,0.0,0.046056618
query96,2097152,0.0,0,0,0.0,0.045186985
query96,2097152,0.0,0,0,0.0,0.044778826
query96,2097152,0.0,0,0,0.0,0.04534931
query96,2097152,0.0,0,0,0.0,0.044804995
query96,2097152,0.0,0,0,0.0,0.045921012
query96,2097152,0.0,0,0,0.0,0.044880847
query96,2097152,0.0,0,0,0.0,0.045141958
query96,2097152,0.0,0,0,0.0,0.044375635
query96,2097152,0.0,0,0,0.0,0.045165439
query96,2097152,0.0,0,0,0.0,0.044793983
query96,2097152,0.0,0,0,0.0,0.045228965
query96,2097152,0.0,0,0,0.0,0.046381741
query96,2097152,0.0,0,0,0.0,0.045395758
query96,2097152,0.0,0,0,0.2,0.048568342
query96,2097152,0.0,0,0,0.2,0.044308133
query96,2097152,0.0,0,0,0.2,0.045383843
query96,2097152,0.0,0,0,0.2,0.04529337
query96,2097152,0.0,0,0,0.2,0.044276225
query96,2097152,0.0,0,0,0.2,0.045295561
query96,2097152,0.0,0,0,0.2,0.044826098
query96,2097152,0.0,0,0,0.2,0.044758998
query96,2097152,0.0,0,0,0.2,0.04567409
query96,2097152,0.0,0,0,0.2,0.045057651
query96,2097152,0.0,0,0,0.2,0.045081346
query96,2097152,0.0,0,0,0.2,0.044409836
query96,2097152,0.0,0,0,0.2,0.044887256
query96,2097152,0.0,0,0,0.2,0.045624664
query96,2097152,0.0,0,0,0.2,0.045840927
query96,2097152,0.0,0,0,0.4,0.046353118
query96,2097152,0.0,0,0,0.4,0.044570322
query96,2097152,0.0,0,0,0.4,0.04625306
query96,2097152,0.0,0,0,0.4,0.047401589
query96,2097152,0.0,0,0,0.4,0.044898383
query96,2097152,0.0,0,0,0.4,0.044796108
query96,2097152,0.0,0,0,0.4,0.044282779
query96,2097152,0.0,0,0,0.4,0.045026598
query96,2097152,0.0,0,0,0.4,0.044952197
query96,2097152,0.0,0,0,0.4,0.04560845
query96,2097152,0.0,0,0,0.4,0.045481233
query96,2097152,0.0,0,0,0.4,0.044907899
query96,2097152,0.0,0,0,0.4,0.045531087
query96,2097152,0.0,0,0,0.4,0.044047567
query96,2097152,0.0,0,0,0.4,0.0477775
query96,2097152,0.0,0,0,0.6,0.046225683
query96,2097152,0.0,0,0,0.6,0.045083996
query96,2097152,0.0,0,0,0.6,0.044701541
query96,2097152,0.0,0,0,0.6,0.045874633
query96,2097152,0.0,0,0,0.6,0.044639059
query96,2097152,0.0,0,0,0.6,0.044755533
query96,2097152,0.0,0,0,0.6,0.045176965
query96,2097152,0.0,0,0,0.6,0.045949121
query96,2097152,0.0,0,0,0.6,0.044496555
query96,2097152,0.0,0,0,0.6,0.045339586
query96,2097152,0.0,0,0,0.6,0.045382637
query96,2097152,0.0,0,0,0.6,0.045900855
query96,2097152,0.0,0,0,0.6,0.044880774
query96,2097152,0.0,0,0,0.6,0.045631645
query96,2097152,0.0,0,0,0.6,0.045321169
query96,2097152,0.0,0,0,0.8,0.045522543
query96,2097152,0.0,0,0,0.8,0.053375621
query96,2097152,0.0,0,0,0.8,0.044600112
query96,2097152,0.0,0,0,0.8,0.04644611
query96,2097152,0.0,0,0,0.8,0.044799889
query96,2097152,0.0,0,0,0.8,0.044563564
query96,2097152,0.0,0,0,0.8,0.046089887
query96,2097152,0.0,0,0,0.8,0.046322576
query96,2097152,0.0,0,0,0.8,0.044670575
query96,2097152,0.0,0,0,0.8,0.044455435
query96,2097152,0.0,0,0,0.8,0.04637352
query96,2097152,0.0,0,0,0.8,0.044857363
query96,2097152,0.0,0,0,0.8,0.044494194
query96,2097152,0.0,0,0,0.8,0.045396484
query96,2097152,0.0,0,0,0.8,0.046046971
query96,2097152,0.0,0,0,1.0,0.045166721
query96,2097152,0.0,0,0,1.0,0.044638889
query96,2097152,0.0,0,0,1.0,0.045821897
query96,2097152,0.0,0,0,1.0,0.045033272
query96,2097152,0.0,0,0,1.0,0.044624445
query96,2097152,0.0,0,0,1.0,0.044427234
query96,2097152,0.0,0,0,1.0,0.046494722
query96,2097152,0.0,0,0,1.0,0.045475352
query96,2097152,0.0,0,0,1.0,0.044808967
query96,2097152,0.0,0,0,1.0,0.0443342
query96,2097152,0.0,0,0,1.0,0.045846861
query96,2097152,0.0,0,0,1.0,0.046574397
query96,2097152,0.0,0,0,1.0,0.044489999
query96,2097152,0.0,0,0,1.0,0.045862232
query96,2097152,0.0,0,0,1.0,0.045395292
