estimated,actual,depth
1552.0,1524.0,3
6.0,1.0,3
1.0,1.0,3
3880.0,2840.0,3
1.0,1.0,3
13.0,127.0,3
5191.0,0.0,3
18.0,18.0,3
0.0,24.0,3
0.0,0.0,3
1.0,1.0,3
18.0,18.0,3
501657.0,12951.0,3
0.0,0.0,3
501657.0,12951.0,3
0.0,0.0,3
15290.0,72.0,3
1.0,14.0,3
1.0,1.0,3
1079.0,0.0,3
8634.0,740.0,3
