estimated,actual,depth
1.0,1.0,10
300.0,484.0,10
2.0,0.0,10
11.0,1.0,10
89.0,39496.0,10
1.0,69.0,10
1.0,1.0,10
9139.0,49683.0,10
10.0,618.0,10
1.0,1.0,10
451.0,1025.0,10
0.0,23.0,10
1.0,1.0,10
179.0,21238.0,10
0.0,330.0,10
1.0,1.0,10
3411.0,86.0,10
0.0,0.0,10
14.0,58.0,10
0.0,0.0,10
113.0,113.0,10
3046.0,10.0,10
11.0,1.0,10
12180.0,459925.0,10
5.0,15.0,10
113.0,113.0,10
1.0,77831.0,10
13.0,161.0,10
1.0,0.0,10
261.0,7599.0,10
1.0,1.0,10
4.0,289641.0,10
0.0,0.0,10
17.0,189.0,10
0.0,0.0,10
0.0,6.0,10
0.0,0.0,10
17.0,228.0,10
0.0,1.0,10
0.0,7.0,10
31.0,1150000.0,10
0.0,0.0,10
2.0,1.0,10
2116.0,20874.0,10
1.0,1.0,10
3.0,2570000.0,10
0.0,0.0,10
2.0,1.0,10
1.0,10.0,10
1.0,108.0,10
1.0,1.0,10
0.0,0.0,10
656.0,0.0,10
113.0,113.0,10
3.0,331.0,10
1411.0,71011.0,10
1.0,1.0,10
2707.0,24592.0,10
0.0,2.0,10
11.0,1.0,10
705.0,51249.0,10
5.0,71.0,10
137633.0,459925.0,10
0.0,2.0,10
26112.0,10.0,10
13654.0,97.0,10
0.0,0.0,10
1.0,1.0,10
137633.0,459925.0,10
0.0,2.0,10
26112.0,10.0,10
1.0,6.0,10
0.0,2.0,10
1.0,1.0,10
33.0,20.0,10
3.0,21.0,10
0.0,2.0,10
18.0,18.0,10
7.0,4.0,10
235034.0,234997.0,10
11.0,13.0,10
1.0,1.0,10
43814.0,86127.0,11
0.0,0.0,11
1.0,1.0,11
375.0,1327.0,11
0.0,0.0,11
0.0,0.0,11
9045.0,143887.0,11
1.0,1.0,11
4175.0,15251.0,11
0.0,1.0,11
5097.0,3924.0,11
0.0,4.0,11
0.0,1.0,11
182.0,10.0,11
5.0,121.0,11
113.0,113.0,11
5097.0,50732.0,11
0.0,3.0,11
0.0,1.0,11
137.0,15782.0,11
5.0,31.0,11
113.0,113.0,11
25995.0,426.0,11
4.0,4.0,11
25.0,14.0,11
113.0,113.0,11
137633.0,459925.0,11
4.0,4.0,11
2614.0,108044.0,11
0.0,0.0,11
5.0,69.0,11
113.0,113.0,11
45873.0,259848.0,11
0.0,200.0,11
7.0,7.0,11
5228.0,671600.0,11
0.0,0.0,11
5.0,71.0,11
113.0,113.0,11
453.0,13539.0,11
0.0,0.0,11
5.0,72.0,11
0.0,37.0,11
1.0,1.0,11
1.0,1.0,11
36707.0,613570.0,11
0.0,0.0,11
5.0,109.0,11
8125.0,3743.0,11
4.0,4.0,11
146421.0,134170.0,11
606865.0,0.0,11
146421.0,134170.0,11
4982.0,0.0,11
146421.0,134170.0,11
4180000.0,1720000.0,11
448465.0,0.0,11
451537.0,0.0,11
4180000.0,646.0,11
448465.0,0.0,11
146421.0,134170.0,11
4180000.0,9.0,11
448465.0,0.0,11
46386.0,99.0,11
1.0,0.0,11
113.0,113.0,11
34483.0,8432.0,11
0.0,0.0,11
15800000.0,14800000.0,11
137633.0,459925.0,11
113.0,113.0,11
374.0,39367.0,11
0.0,1.0,11
1.0,1.0,11
94.0,4.0,11
13.0,152.0,11
1129.0,130.0,11
0.0,0.0,11
5.0,16.0,11
113.0,113.0,11
30705.0,1800.0,11
1.0,1.0,11
137633.0,250.0,11
0.0,0.0,11
0.0,1.0,11
137633.0,250.0,11
0.0,0.0,11
4.0,4.0,11
85.0,961691.0,11
0.0,0.0,11
1504.0,85941.0,11
0.0,0.0,11
7.0,7.0,11
42.0,1255.0,11
13.0,150.0,11
1.0,0.0,11
3373.0,2315.0,11
0.0,0.0,11
0.0,4.0,11
4.0,4.0,11
0.0,0.0,11
3373.0,2315.0,11
0.0,0.0,11
0.0,4.0,11
4.0,4.0,11
123.0,342791.0,11
0.0,0.0,11
1.0,1.0,11
3058.0,30294.0,11
0.0,0.0,11
5.0,25.0,11
113.0,113.0,11
153.0,2730000.0,11
0.0,0.0,11
1.0,1.0,11
3058.0,104030.0,11
2.0,0.0,11
11.0,1.0,11
113.0,113.0,11
10.0,618.0,11
4512.0,2054.0,11
25.0,7.0,11
0.0,1.0,11
34113.0,86.0,11
1.0,1.0,11
0.0,0.0,11
305.0,10.0,11
1.0,7.0,11
1.0,1.0,11
113.0,113.0,11
20.0,12500000.0,11
0.0,0.0,11
1504.0,85941.0,11
0.0,0.0,11
11.0,1.0,11
2.0,1249.0,11
13.0,151.0,11
1.0,0.0,11
173.0,257.0,11
1.0,1.0,11
0.0,0.0,11
173.0,257.0,11
1.0,1.0,11
12.0,8950.0,11
377.0,0.0,11
12182.0,42432.0,11
0.0,0.0,11
11.0,1.0,11
1.0,22656.0,11
377.0,0.0,11
1.0,5.0,11
1.0,2.0,11
4.0,38.0,11
0.0,0.0,11
141.0,0.0,11
2.0,90.0,11
1.0,3.0,11
141.0,23558.0,11
0.0,0.0,11
5.0,127.0,11
13536.0,24592.0,11
113.0,113.0,11
70.0,17018.0,11
2.0,0.0,11
113.0,113.0,11
11.0,1.0,11
12180.0,459925.0,11
235034.0,234997.0,11
1507.0,20.0,11
0.0,0.0,11
5.0,267.0,11
11.0,1.0,11
12180.0,459925.0,11
235034.0,234997.0,11
1.0,15.0,11
0.0,0.0,11
33.0,20.0,11
1.0,1.0,11
0.0,1.0,11
3.0,54.0,11
0.0,2.0,11
1.0,1.0,11
1687.0,5186.0,11
1.0,1.0,11
30360.0,29997.0,11
1.0,1.0,11
235034.0,234997.0,11
11.0,15.0,11
235034.0,234997.0,11
23503.0,83401.0,11
0.0,2.0,11
1.0,1.0,11
896753.0,901343.0,11
0.0,0.0,11
8.0,38.0,11
12.0,12.0,11
1460.0,104.0,12
14603.0,13474.0,12
0.0,0.0,12
4.0,4.0,12
3373.0,2315.0,12
0.0,0.0,12
0.0,4.0,12
0.0,0.0,12
0.0,0.0,12
10119.0,28887.0,12
0.0,4.0,12
3.0,3.0,12
3758.0,15245.0,12
3758.0,15245.0,12
18.0,18.0,12
45873.0,15849.0,12
0.0,0.0,12
4.0,4.0,12
109.0,10.0,12
1086.0,1210.0,12
11.0,1.0,12
45873.0,121572.0,12
0.0,0.0,12
4.0,4.0,12
81.0,107735.0,12
817.0,499221.0,12
11.0,1.0,12
137633.0,459925.0,12
0.0,926.0,12
0.0,1.0,12
15.0,53.0,12
25.0,14.0,12
5.0,15.0,12
11.0,1.0,12
137633.0,459925.0,12
1.0,1.0,12
0.0,1.0,12
312.0,756.0,12
1046.0,1138.0,12
2.0,0.0,12
11.0,1.0,12
11.0,1.0,12
4060.0,259848.0,12
1.0,1.0,12
625.0,4069.0,12
2091.0,5874.0,12
2.0,0.0,12
11.0,1.0,12
3238.0,43389.0,12
0.0,0.0,12
1.0,1.0,12
0.0,37.0,12
0.0,37.0,12
0.0,1.0,12
369579.0,361472.0,12
1.0,1.0,12
812.0,850.0,12
896753.0,1.0,12
67416.0,0.0,12
463861.0,1.0,12
8.0,1.0,12
448465.0,0.0,12
14642.0,0.0,12
463861.0,1.0,12
8.0,1.0,12
448465.0,0.0,12
463861.0,1.0,12
8.0,1.0,12
448465.0,0.0,12
4180000.0,4170000.0,12
8.0,3.0,12
3103.0,0.0,12
113.0,113.0,12
11.0,1.0,12
12180.0,459925.0,12
80.0,69159.0,12
0.0,0.0,12
75.0,4.0,12
1.0,1.0,12
11.0,1.0,12
113.0,81.0,12
1.0,1.0,12
11.0,1.0,12
307049.0,1800.0,12
25500.0,147.0,12
13500.0,23.0,12
0.0,1.0,12
42.0,5897.0,12
13.0,89.0,12
1.0,0.0,12
13536.0,85941.0,12
1.0,1.0,12
580.0,188212.0,12
0.0,0.0,12
2.0,2.0,12
1687.0,1158.0,12
1.0,1.0,12
0.0,0.0,12
2.0,2.0,12
1687.0,1158.0,12
1.0,1.0,12
49.0,3183.0,12
0.0,0.0,12
15290.0,40422.0,12
0.0,2.0,12
61.0,22947.0,12
0.0,0.0,12
15290.0,136728.0,12
5.0,14.0,12
113.0,113.0,12
11.0,1.0,12
13536.0,24592.0,12
0.0,0.0,12
0.0,1.0,12
2.0,7.0,12
1.0,1.0,12
9963.0,1292.0,12
3.0,0.0,12
1.0,1.0,12
0.0,0.0,12
521.0,74.0,12
0.0,0.0,12
13.0,21.0,12
2.0,342511.0,12
1.0,1.0,12
13536.0,85941.0,12
0.0,2.0,12
113.0,113.0,12
30.0,188106.0,12
0.0,0.0,12
3373.0,2315.0,12
0.0,0.0,12
0.0,1.0,12
0.0,0.0,12
3373.0,2315.0,12
0.0,0.0,12
0.0,1.0,12
4.0,5531.0,12
1.0,1.0,12
1.0,1.0,12
13536.0,49145.0,12
0.0,1.0,12
113.0,113.0,12
535.0,9767.0,12
1.0,1.0,12
1.0,1.0,12
14.0,22.0,12
0.0,0.0,12
5.0,457.0,12
13.0,229.0,12
1.0,1.0,12
113.0,16.0,12
93.0,0.0,12
14.0,6898.0,12
0.0,0.0,12
5.0,335.0,12
47.0,1849.0,12
1.0,0.0,12
113.0,113.0,12
135359.0,135086.0,12
0.0,2.0,12
211.0,12194.0,12
11.0,1.0,12
113.0,113.0,12
167.0,7.0,12
1.0,1.0,12
113.0,113.0,12
113.0,113.0,12
146421.0,134170.0,12
0.0,2.0,12
337.0,37.0,12
7.0,7.0,12
1.0,153.0,12
1.0,1.0,12
1.0,1.0,12
4.0,4.0,12
3036.0,5186.0,12
0.0,0.0,12
12144.0,21505.0,12
0.0,0.0,12
23503.0,6715.0,12
0.0,1.0,12
1.0,1.0,12
12.0,12.0,12
23503.0,83401.0,12
11.0,13.0,12
6116.0,172646.0,12
0.0,0.0,12
13.0,32.0,12
12.0,12.0,12
89675.0,7175.0,12
3.0,0.0,12
1.0,1.0,12
1460.0,104.0,13
2.0,2.0,13
1687.0,1158.0,13
1.0,1.0,13
0.0,0.0,13
30360.0,29997.0,13
0.0,0.0,13
0.0,4.0,13
4.0,4.0,13
3758.0,15245.0,13
11.0,1.0,13
4060.0,15849.0,13
1.0,1.0,13
1086.0,1210.0,13
11.0,1.0,13
4060.0,121572.0,13
1.0,1.0,13
817.0,499221.0,13
11.0,1.0,13
12180.0,459925.0,13
1.0,1.0,13
7.0,7.0,13
154.0,218.0,13
11.0,1.0,13
12180.0,459925.0,13
7.0,7.0,13
3125.0,873.0,13
113.0,113.0,13
12180.0,459925.0,13
6250.0,4658.0,13
23503.0,83401.0,13
0.0,0.0,13
0.0,37.0,13
1.0,1.0,13
262314.0,1130000.0,13
1389.0,11087.0,13
812.0,850.0,13
1.0,13.0,13
130344.0,0.0,13
130344.0,0.0,13
14480.0,0.0,13
14480.0,0.0,13
674226.0,0.0,13
3970000.0,1.0,13
146421.0,134170.0,13
674226.0,0.0,13
3970000.0,1.0,13
674226.0,0.0,13
3970000.0,1.0,13
37.0,0.0,13
371.0,0.0,13
11.0,1.0,13
113.0,113.0,13
0.0,0.0,13
0.0,0.0,13
6116.0,172646.0,13
0.0,23.0,13
5.0,288.0,13
113.0,113.0,13
14.0,59.0,13
142.0,87.0,13
89675.0,7175.0,13
3.0,0.0,13
1.0,1.0,13
2550.0,142.0,13
2550.0,142.0,13
450.0,3.0,13
13500.0,23.0,13
1.0,1.0,13
108.0,35.0,13
580.0,525553.0,13
0.0,66.0,13
135359.0,135086.0,13
0.0,2.0,13
64.0,5345.0,13
64.0,5345.0,13
1.0,1.0,13
18.0,18.0,13
0.0,0.0,13
1.0,0.0,13
18.0,18.0,13
44.0,2845.0,13
44.0,2845.0,13
4.0,4.0,13
45873.0,324117.0,13
0.0,0.0,13
1.0,2.0,13
55.0,21380.0,13
55.0,21380.0,13
4.0,4.0,13
45873.0,454230.0,13
0.0,0.0,13
1.0,2.0,13
1.0,618.0,13
1.0,618.0,13
135359.0,135086.0,13
1.0,1.0,13
7.0,7.0,13
4.0,628.0,13
2.0,7.0,13
1.0,89.0,13
46386.0,5039.0,13
0.0,0.0,13
8.0,32.0,13
12.0,12.0,13
0.0,0.0,13
0.0,0.0,13
176.0,0.0,13
260.0,9.0,13
6.0,0.0,13
1.0,1.0,13
1.0,1705.0,13
2.0,342511.0,13
0.0,0.0,13
135359.0,135086.0,13
0.0,2.0,13
3.0,5339.0,13
3.0,5339.0,13
2.0,2.0,13
1687.0,1158.0,13
4.0,4.0,13
265.0,0.0,13
0.0,0.0,13
2.0,2.0,13
1687.0,1158.0,13
4.0,4.0,13
96.0,4792.0,13
4.0,5531.0,13
0.0,0.0,13
1.0,1.0,13
135359.0,135086.0,13
3.0,3.0,13
10.0,8362.0,13
535.0,9767.0,13
0.0,0.0,13
1.0,1.0,13
15.0,1.0,13
0.0,22.0,13
1.0,1.0,13
11.0,1.0,13
149.0,27791.0,13
0.0,0.0,13
1.0,110.0,13
0.0,118.0,13
56.0,432.0,13
11.0,1.0,13
0.0,1.0,13
4.0,4.0,13
211.0,12194.0,13
200.0,11.0,13
11.0,1.0,13
30360.0,1.0,13
1.0,1.0,13
14642.0,0.0,13
0.0,2.0,13
0.0,3.0,13
1.0,1.0,13
3373.0,2315.0,13
0.0,0.0,13
0.0,1.0,13
1.0,153.0,13
0.0,1.0,13
1.0,1.0,13
113.0,113.0,13
12180.0,459925.0,13
113.0,113.0,13
12180.0,459925.0,13
2620000.0,2610000.0,13
0.0,1.0,13
337.0,1433.0,13
13.0,71.0,13
0.0,1.0,13
1349.0,13921.0,13
13.0,77.0,13
0.0,1.0,13
5436.0,8472.0,13
0.0,590.0,13
13.0,37.0,13
1.0,1.0,13
2980000.0,276495.0,13
262314.0,1130000.0,13
679.0,44738.0,13
1.0,0.0,13
1.0,1.0,13
307049.0,1800.0,13
18.0,18.0,14
1.0,1.0,14
113.0,113.0,14
12180.0,459925.0,14
113.0,113.0,14
12180.0,459925.0,14
113.0,113.0,14
113.0,113.0,14
235034.0,234997.0,14
11.0,13.0,14
23503.0,83401.0,14
11.0,13.0,14
1389.0,11087.0,14
1.0,1.0,14
130344.0,0.0,14
14480.0,0.0,14
674226.0,0.0,14
674226.0,0.0,14
674226.0,0.0,14
371.0,0.0,14
0.0,0.0,14
23503.0,83401.0,14
0.0,2.0,14
1.0,1.0,14
14.0,87.0,14
1.0,0.0,14
896753.0,901343.0,14
0.0,0.0,14
8.0,38.0,14
12.0,12.0,14
2550.0,142.0,14
1.0,1.0,14
1350.0,23.0,14
0.0,0.0,14
108.0,35.0,14
1.0,1.0,14
0.0,1.0,14
4.0,4.0,14
64.0,5345.0,14
0.0,0.0,14
44.0,2845.0,14
11.0,1.0,14
4060.0,324117.0,14
1.0,1.0,14
7.0,7.0,14
55.0,21380.0,14
11.0,1.0,14
4060.0,454230.0,14
1.0,1.0,14
7.0,7.0,14
4.0,4.0,14
0.0,1.0,14
4.0,628.0,14
1.0,1.0,14
4180000.0,4170000.0,14
0.0,0.0,14
1762.0,6.0,14
0.0,0.0,14
1.0,1705.0,14
1.0,1.0,14
0.0,1.0,14
4.0,4.0,14
3.0,5339.0,14
1.0,1.0,14
18.0,18.0,14
0.0,0.0,14
18.0,18.0,14
482.0,4968.0,14
0.0,0.0,14
0.0,1.0,14
4.0,4.0,14
107.0,9438.0,14
0.0,0.0,14
1354.0,17879.0,14
0.0,55.0,14
113.0,22.0,14
9.0,0.0,14
150.0,1970.0,14
0.0,14.0,14
1.0,1.0,14
1.0,1.0,14
146421.0,134170.0,14
146421.0,134170.0,14
56.0,432.0,14
4.0,4.0,14
21.0,10291.0,14
1.0,62.0,14
1.0,1.0,14
200.0,11.0,14
51905.0,1.0,14
0.0,6.0,14
0.0,0.0,14
2.0,2.0,14
1687.0,1158.0,14
1.0,1.0,14
7.0,7.0,14
0.0,153.0,14
0.0,0.0,14
146421.0,134170.0,14
11.0,1.0,14
4060.0,352990.0,14
1.0,1.0,14
11.0,1.0,14
4060.0,448969.0,14
1.0,1.0,14
3597.0,1418.0,14
4564.0,103078.0,14
0.0,0.0,14
1.0,1.0,14
18257.0,1080000.0,14
0.0,0.0,14
1.0,1.0,14
127.0,5.0,14
1.0,20.0,14
3570000.0,276495.0,14
919.0,26136.0,14
1.0,1.0,14
30705.0,1800.0,14
235034.0,234997.0,15
235034.0,234997.0,15
11.0,13.0,15
1.0,1.0,15
4.0,4.0,15
113.0,113.0,15
12180.0,459925.0,15
113.0,113.0,15
12180.0,459925.0,15
4.0,4.0,15
4.0,4.0,15
4.0,4.0,15
13536.0,85941.0,15
1.0,1.0,15
11.0,1.0,15
1354.0,17879.0,15
0.0,0.0,15
14642.0,0.0,15
14642.0,0.0,15
5.0,432.0,15
1.0,119.0,15
1.0,1.0,15
36.0,643428.0,15
0.0,0.0,15
13.0,83.0,15
20.0,11.0,15
1.0,137.0,15
1.0,1.0,15
5191.0,0.0,15
18.0,18.0,15
0.0,2.0,15
1.0,1.0,15
18.0,18.0,15
0.0,138.0,15
1.0,1.0,15
16267.0,30.0,15
30.0,432.0,15
1.0,1.0,15
45873.0,352990.0,15
0.0,0.0,15
45873.0,448969.0,15
0.0,0.0,15
360.0,0.0,15
109.0,64481.0,15
0.0,0.0,15
823.0,647438.0,15
0.0,0.0,15
172.0,104.0,15
0.0,1.0,15
354964.0,278727.0,15
0.0,1.0,15
91.0,7281.0,15
0.0,0.0,15
30705.0,1800.0,15
0.0,2.0,15
1.0,1.0,15
135359.0,135086.0,16
0.0,1.0,16
93.0,0.0,16
12.0,2.0,16
936.0,0.0,16
13536.0,85941.0,16
1.0,1.0,16
451537.0,0.0,16
451537.0,0.0,16
9.0,51561.0,16
0.0,0.0,16
13.0,126.0,16
18.0,14655.0,16
6.0,0.0,16
1.0,1.0,16
34.0,1504.0,16
0.0,0.0,16
13.0,88.0,16
5191.0,0.0,16
0.0,2.0,16
0.0,4.0,16
1.0,1.0,16
0.0,138.0,16
0.0,0.0,16
501657.0,12951.0,16
0.0,0.0,16
15290.0,103016.0,16
1.0,6.0,16
1.0,1.0,16
15290.0,285875.0,16
1.0,6.0,16
1.0,1.0,16
120.0,0.0,16
4180000.0,4170000.0,16
4180000.0,4170000.0,16
4180000.0,4170000.0,16
1.0,73.0,16
0.0,60.0,16
10.0,906.0,16
0.0,53.0,16
36.0,171.0,16
1.0,1.0,16
76240.0,315842.0,16
1.0,0.0,16
30496.0,3634.0,16
0.0,0.0,16
0.0,1.0,17
4.0,4.0,17
1.0,1.0,17
135359.0,135086.0,17
0.0,1.0,17
44847.0,0.0,17
44847.0,0.0,17
44847.0,0.0,17
44847.0,0.0,17
3.0,0.0,17
4.0,1161.0,17
6.0,0.0,17
1.0,1.0,17
12.0,0.0,17
122.0,11863.0,17
0.0,0.0,17
11.0,0.0,17
17.0,46.0,17
6.0,1.0,17
1.0,1.0,17
5191.0,0.0,17
5191.0,0.0,17
903.0,8.0,17
0.0,8.0,17
0.0,1.0,17
0.0,114.0,17
0.0,46.0,17
0.0,2.0,17
99943.0,5.0,17
167202.0,395.0,17
5.0,64.0,17
2904.0,733.0,17
26140.0,683020.0,17
0.0,0.0,17
2904.0,4581.0,17
26140.0,1970000.0,17
0.0,0.0,17
143.0,0.0,17
120.0,0.0,17
113.0,113.0,17
226259.0,0.0,17
463861.0,0.0,17
226259.0,0.0,17
463861.0,0.0,17
226259.0,0.0,17
463861.0,0.0,17
0.0,0.0,17
1.0,73.0,17
0.0,0.0,17
0.0,472.0,17
10.0,906.0,17
0.0,53.0,17
1.0,1.0,17
0.0,6.0,17
36.0,171.0,17
0.0,0.0,17
1.0,1.0,17
76240.0,315842.0,17
76240.0,315842.0,17
1.0,1.0,17
0.0,0.0,17
0.0,0.0,17
3050.0,1120.0,17
3050.0,1183.0,17
1.0,0.0,17
4.0,4.0,18
0.0,1.0,18
4.0,4.0,18
44847.0,0.0,18
44847.0,0.0,18
32.0,1021.0,18
0.0,0.0,18
12.0,0.0,18
116.0,84.0,18
0.0,0.0,18
5191.0,0.0,18
903.0,8.0,18
1.0,1.0,18
0.0,114.0,18
1.0,1.0,18
167202.0,395.0,18
0.0,0.0,18
2904.0,733.0,18
2904.0,4581.0,18
143.0,0.0,18
0.0,0.0,18
5.0,48237.0,18
0.0,0.0,18
3.0,6.0,18
0.0,1.0,18
76240.0,315842.0,18
1.0,1.0,18
0.0,0.0,18
3050.0,1120.0,18
1.0,1.0,18
4.0,4.0,19
