command,mean,stddev,median,user,system,min,max
10a,11.66514645844,0.43234696298676917,11.46823081664,0.01102744,0.00416898,11.43378785864,12.43363644164
11a,0.034806283640000005,0.0012148872400636606,0.03460535864,0.010793239999999999,0.00341778,0.03318548364,0.03645198364
11b,0.02199948324,0.001319402270571906,0.02190881664,0.010874439999999999,0.0035253800000000003,0.02074844164,0.02406181664
11c,2.3961767166400003,0.03232506984476314,2.3945105246400002,0.023036039999999994,0.00428798,2.3640807336400003,2.43262344164
11d,1.88439625844,0.002787647771880153,1.8855810666400001,0.033284839999999996,0.00499518,1.87996952564,1.88673660864
12a,1.4739342666400002,0.015425211141590883,1.47118535764,0.011399439999999999,0.0037321800000000003,1.46005598364,1.49855694164
12b,2.2798276832399997,0.023571863931160973,2.2861848996400003,0.01094704,0.00383158,2.2401508166400004,2.30296119164
12c,4.239932399839999,0.18664309936843573,4.15487644164,0.01575964,0.00495278,4.14502648264,4.57304127564
13a,3.2521370670400005,0.0458042065871423,3.23466815064,0.12347804,0.01065198,3.20968631664,3.3274009006400003
13b,4.84891478324,0.03168423971147404,4.83266106664,0.011454039999999999,0.00421818,4.8241968996399995,4.90226694164
13c,4.78937859184,0.01842411514365884,4.77958515064,0.011296439999999998,0.00459098,4.77145510864,4.80977731664
13d,17.699569583440002,0.21598023860819185,17.73308494164,0.64744344,0.06561458,17.37474131664,17.91658485864
14a,3.60794166644,0.019647339908263534,3.60581481664,0.011325839999999998,0.0036841799999999996,3.5849361076400004,3.63890169164
14b,3.0030824752400003,0.03225521406047687,3.00133410864,0.011095439999999998,0.004377580000000001,2.96262494164,3.04299452464
14c,11.19128022464,0.11538345509951368,11.15772398264,0.01320584,0.00512818,11.05283710764,11.328187399639999
15a,1.72253845824,0.0046990541882600085,1.72036560864,0.011349439999999999,0.0040241800000000005,1.71835956664,1.72972094164
15b,1.0097320084399999,0.012240330203179705,1.0026960246399998,0.01102284,0.00394778,1.00101048364,1.0297274836399999
15c,5.951496158039999,0.03334191449345136,5.966929857639999,0.01309244,0.00463338,5.91040844164,5.98824419164
15d,5.82451157524,0.05486273983531033,5.81202802564,0.021895639999999994,0.00578538,5.77095906664,5.917287358639999
16a,0.047739933240000004,0.0009160973229541703,0.04746260864,0.01075184,0.0033289799999999996,0.04667339964,0.04914635864
16b,0.04956554164,0.0010237758377454997,0.04962285864,0.01088244,0.00335918,0.04801294164,0.05066889964
16c,0.04913676664,0.0007738750396633822,0.04922402464,0.010720039999999998,0.003179579999999999,0.04820623364,0.04997119164
16d,0.047328058640000004,0.0007855881014097021,0.04709477564,0.01072424,0.0032647799999999997,0.04631781664,0.048230650640000004
17a,1.20763694164,0.0014793683422607783,1.20734494164,0.010853039999999998,0.00379918,1.20580473364,1.2095617326399999
17b,0.12390320004000002,0.002674412918996859,0.12307748364000001,0.01082104,0.00334238,0.12104035864000001,0.12686719164000002
17c,0.12749865804000002,0.005329171456660478,0.12541656664,0.01093904,0.00352638,0.12275085764000002,0.13372527464
