label,join_buffer_size_bytes,spill_ratio,duration_s,optimistic_count,spill_count
256KB,262144,1.0,1.022174554,5,5
512KB,524288,0.6,0.958674647,5,3
768KB,786432,0.4,0.900159782,5,2
1MB,1048576,0.4,0.893960501,5,2
2MB,2097152,0.4,0.888931102,5,2
4MB,4194304,0.2,0.883704634,5,1
6MB,6291456,0.0,0.797813207,5,0
