label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
stq2,2097152,2MB,1,187.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.4
stq2,2097152,2MB,7,25.4
stq2,2097152,2MB,1,187.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,120.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.0
stq2,2097152,2MB,7,25.1
stq2,2097152,2MB,1,187.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.4
stq2,2097152,2MB,7,25.4
stq2,2097152,2MB,1,187.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,168.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.0
stq2,2097152,2MB,7,25.0
stq2,2097152,2MB,1,186.0
stq2,2097152,2MB,2,180.0
stq2,2097152,2MB,3,166.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.2
stq2,2097152,2MB,7,25.2
stq2,2097152,2MB,1,186.0
stq2,2097152,2MB,2,180.0
stq2,2097152,2MB,3,166.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,116.0
stq2,2097152,2MB,6,27.0
stq2,2097152,2MB,7,25.1
stq2,2097152,2MB,1,188.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,168.0
stq2,2097152,2MB,4,120.0
stq2,2097152,2MB,5,118.0
stq2,2097152,2MB,6,27.3
stq2,2097152,2MB,7,25.4
stq2,2097152,2MB,1,187.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,120.0
stq2,2097152,2MB,5,118.0
stq2,2097152,2MB,6,27.2
stq2,2097152,2MB,7,25.3
stq2,2097152,2MB,1,186.0
stq2,2097152,2MB,2,180.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.4
stq2,2097152,2MB,7,25.4
stq2,2097152,2MB,1,188.0
stq2,2097152,2MB,2,182.0
stq2,2097152,2MB,3,168.0
stq2,2097152,2MB,4,120.0
stq2,2097152,2MB,5,118.0
stq2,2097152,2MB,6,27.6
stq2,2097152,2MB,7,25.5
stq2,2097152,2MB,1,188.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,120.0
stq2,2097152,2MB,5,118.0
stq2,2097152,2MB,6,27.2
stq2,2097152,2MB,7,25.3
stq2,2097152,2MB,1,187.0
stq2,2097152,2MB,2,180.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,120.0
stq2,2097152,2MB,5,118.0
stq2,2097152,2MB,6,27.2
stq2,2097152,2MB,7,25.3
stq2,2097152,2MB,1,188.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,167.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.2
stq2,2097152,2MB,7,25.3
stq2,2097152,2MB,1,186.0
stq2,2097152,2MB,2,180.0
stq2,2097152,2MB,3,166.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.1
stq2,2097152,2MB,7,25.1
stq2,2097152,2MB,1,187.0
stq2,2097152,2MB,2,181.0
stq2,2097152,2MB,3,166.0
stq2,2097152,2MB,4,119.0
stq2,2097152,2MB,5,117.0
stq2,2097152,2MB,6,27.3
stq2,2097152,2MB,7,25.3
stq2,2097152,2MB,1,188.0
stq2,2097152,2MB,2,182.0
stq2,2097152,2MB,3,168.0
stq2,2097152,2MB,4,121.0
stq2,2097152,2MB,5,119.0
stq2,2097152,2MB,6,27.6
stq2,2097152,2MB,7,25.7
