label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
stq1,262144,256KB,1,384.0
stq1,262144,256KB,2,277.0
stq1,262144,256KB,3,159.0
stq1,262144,256KB,4,97.2
stq1,262144,256KB,5,58.3
stq1,262144,256KB,1,385.0
stq1,262144,256KB,2,280.0
stq1,262144,256KB,3,160.0
stq1,262144,256KB,4,99.1
stq1,262144,256KB,5,59.5
stq1,262144,256KB,1,385.0
stq1,262144,256KB,2,278.0
stq1,262144,256KB,3,158.0
stq1,262144,256KB,4,97.0
stq1,262144,256KB,5,58.4
stq1,262144,256KB,1,384.0
stq1,262144,256KB,2,279.0
stq1,262144,256KB,3,158.0
stq1,262144,256KB,4,96.8
stq1,262144,256KB,5,58.2
stq1,262144,256KB,1,387.0
stq1,262144,256KB,2,280.0
stq1,262144,256KB,3,157.0
stq1,262144,256KB,4,96.7
stq1,262144,256KB,5,58.1
stq1,262144,256KB,1,382.0
stq1,262144,256KB,2,277.0
stq1,262144,256KB,3,157.0
stq1,262144,256KB,4,96.6
stq1,262144,256KB,5,58.1
stq1,262144,256KB,1,381.0
stq1,262144,256KB,2,276.0
stq1,262144,256KB,3,157.0
stq1,262144,256KB,4,96.5
stq1,262144,256KB,5,58.1
stq1,262144,256KB,1,382.0
stq1,262144,256KB,2,276.0
stq1,262144,256KB,3,157.0
stq1,262144,256KB,4,96.5
stq1,262144,256KB,5,58.1
stq1,262144,256KB,1,383.0
stq1,262144,256KB,2,277.0
stq1,262144,256KB,3,157.0
stq1,262144,256KB,4,96.9
stq1,262144,256KB,5,58.3
stq1,262144,256KB,1,381.0
stq1,262144,256KB,2,276.0
stq1,262144,256KB,3,158.0
stq1,262144,256KB,4,97.0
stq1,262144,256KB,5,58.6
stq1,262144,256KB,1,381.0
stq1,262144,256KB,2,275.0
stq1,262144,256KB,3,156.0
stq1,262144,256KB,4,96.5
stq1,262144,256KB,5,58.1
stq1,262144,256KB,1,383.0
stq1,262144,256KB,2,277.0
stq1,262144,256KB,3,157.0
stq1,262144,256KB,4,96.6
stq1,262144,256KB,5,58.1
stq1,262144,256KB,1,384.0
stq1,262144,256KB,2,276.0
stq1,262144,256KB,3,157.0
stq1,262144,256KB,4,96.9
stq1,262144,256KB,5,58.5
stq1,262144,256KB,1,387.0
stq1,262144,256KB,2,280.0
stq1,262144,256KB,3,160.0
stq1,262144,256KB,4,98.5
stq1,262144,256KB,5,59.1
stq1,262144,256KB,1,387.0
stq1,262144,256KB,2,280.0
stq1,262144,256KB,3,160.0
stq1,262144,256KB,4,98.5
stq1,262144,256KB,5,59.2
stq1,262144,256KB,1,385.0
stq1,262144,256KB,2,278.0
stq1,262144,256KB,3,158.0
stq1,262144,256KB,4,97.7
stq1,262144,256KB,5,59.1
