label,join_buffer_size_bytes,join_buffer_size_label,join_id,actual_time_get_all_ms
stq3,524288,512KB,1,1667.0
stq3,524288,512KB,2,1427.0
stq3,524288,512KB,3,1396.0
stq3,524288,512KB,4,654.0
stq3,524288,512KB,5,148.0
stq3,524288,512KB,6,144.0
stq3,524288,512KB,7,50.0
stq3,524288,512KB,8,33.6
stq3,524288,512KB,9,30.3
stq3,524288,512KB,1,1657.0
stq3,524288,512KB,2,1421.0
stq3,524288,512KB,3,1390.0
stq3,524288,512KB,4,652.0
stq3,524288,512KB,5,148.0
stq3,524288,512KB,6,144.0
stq3,524288,512KB,7,49.9
stq3,524288,512KB,8,33.3
stq3,524288,512KB,9,30.0
stq3,524288,512KB,1,1657.0
stq3,524288,512KB,2,1424.0
stq3,524288,512KB,3,1394.0
stq3,524288,512KB,4,653.0
stq3,524288,512KB,5,146.0
stq3,524288,512KB,6,142.0
stq3,524288,512KB,7,49.1
stq3,524288,512KB,8,32.9
stq3,524288,512KB,9,29.6
stq3,524288,512KB,1,1658.0
stq3,524288,512KB,2,1420.0
stq3,524288,512KB,3,1391.0
stq3,524288,512KB,4,651.0
stq3,524288,512KB,5,146.0
stq3,524288,512KB,6,142.0
stq3,524288,512KB,7,49.0
stq3,524288,512KB,8,32.8
stq3,524288,512KB,9,29.4
stq3,524288,512KB,1,1683.0
stq3,524288,512KB,2,1446.0
stq3,524288,512KB,3,1416.0
stq3,524288,512KB,4,654.0
stq3,524288,512KB,5,148.0
stq3,524288,512KB,6,144.0
stq3,524288,512KB,7,50.2
stq3,524288,512KB,8,33.6
stq3,524288,512KB,9,30.3
stq3,524288,512KB,1,1678.0
stq3,524288,512KB,2,1441.0
stq3,524288,512KB,3,1409.0
stq3,524288,512KB,4,661.0
stq3,524288,512KB,5,147.0
stq3,524288,512KB,6,143.0
stq3,524288,512KB,7,49.5
stq3,524288,512KB,8,33.0
stq3,524288,512KB,9,29.6
stq3,524288,512KB,1,1667.0
stq3,524288,512KB,2,1432.0
stq3,524288,512KB,3,1401.0
stq3,524288,512KB,4,654.0
stq3,524288,512KB,5,146.0
stq3,524288,512KB,6,142.0
stq3,524288,512KB,7,49.2
stq3,524288,512KB,8,32.7
stq3,524288,512KB,9,29.4
stq3,524288,512KB,1,1674.0
stq3,524288,512KB,2,1434.0
stq3,524288,512KB,3,1404.0
stq3,524288,512KB,4,655.0
stq3,524288,512KB,5,146.0
stq3,524288,512KB,6,142.0
stq3,524288,512KB,7,49.3
stq3,524288,512KB,8,32.9
stq3,524288,512KB,9,29.6
stq3,524288,512KB,1,1663.0
stq3,524288,512KB,2,1432.0
stq3,524288,512KB,3,1403.0
stq3,524288,512KB,4,657.0
stq3,524288,512KB,5,146.0
stq3,524288,512KB,6,142.0
stq3,524288,512KB,7,49.0
stq3,524288,512KB,8,32.7
stq3,524288,512KB,9,29.5
stq3,524288,512KB,1,1670.0
stq3,524288,512KB,2,1432.0
stq3,524288,512KB,3,1403.0
stq3,524288,512KB,4,657.0
stq3,524288,512KB,5,150.0
stq3,524288,512KB,6,146.0
stq3,524288,512KB,7,50.1
stq3,524288,512KB,8,33.4
stq3,524288,512KB,9,30.1
stq3,524288,512KB,1,1659.0
stq3,524288,512KB,2,1427.0
stq3,524288,512KB,3,1398.0
stq3,524288,512KB,4,655.0
stq3,524288,512KB,5,149.0
stq3,524288,512KB,6,145.0
stq3,524288,512KB,7,49.7
stq3,524288,512KB,8,33.2
stq3,524288,512KB,9,29.9
stq3,524288,512KB,1,1672.0
stq3,524288,512KB,2,1437.0
stq3,524288,512KB,3,1407.0
stq3,524288,512KB,4,653.0
stq3,524288,512KB,5,148.0
stq3,524288,512KB,6,144.0
stq3,524288,512KB,7,49.9
stq3,524288,512KB,8,33.3
stq3,524288,512KB,9,30.0
stq3,524288,512KB,1,1664.0
stq3,524288,512KB,2,1425.0
stq3,524288,512KB,3,1395.0
stq3,524288,512KB,4,649.0
stq3,524288,512KB,5,145.0
stq3,524288,512KB,6,141.0
stq3,524288,512KB,7,49.0
stq3,524288,512KB,8,32.8
stq3,524288,512KB,9,29.6
stq3,524288,512KB,1,1656.0
stq3,524288,512KB,2,1421.0
stq3,524288,512KB,3,1391.0
stq3,524288,512KB,4,651.0
stq3,524288,512KB,5,146.0
stq3,524288,512KB,6,142.0
stq3,524288,512KB,7,49.0
stq3,524288,512KB,8,32.8
stq3,524288,512KB,9,29.5
stq3,524288,512KB,1,1646.0
stq3,524288,512KB,2,1421.0
stq3,524288,512KB,3,1392.0
stq3,524288,512KB,4,654.0
stq3,524288,512KB,5,148.0
stq3,524288,512KB,6,144.0
stq3,524288,512KB,7,49.1
stq3,524288,512KB,8,32.7
stq3,524288,512KB,9,29.4
stq3,524288,512KB,1,1673.0
stq3,524288,512KB,2,1436.0
stq3,524288,512KB,3,1406.0
stq3,524288,512KB,4,656.0
stq3,524288,512KB,5,147.0
stq3,524288,512KB,6,143.0
stq3,524288,512KB,7,49.4
stq3,524288,512KB,8,32.9
stq3,524288,512KB,9,29.5
