command,mean,stddev,median,user,system,min,max
10a,27.65119614428,0.1288623010406124,27.62477236428,0.0049454,0.0031245999999999995,27.49414095728,27.82654710728
11a,0.10672776288,0.0028932634503271225,0.10726661228,0.0053679999999999995,0.0027278,0.10291316328,0.11031654428
11b,0.013032353480000003,0.00015649911586076114,0.013004746280000002,0.0048474,0.0029871999999999998,0.012860344280000002,0.013265554280000001
11c,4.79311879328,0.03361411892518007,4.77280443528,0.0091918,0.0039354,4.76444079328,4.842550081280001
11d,5.53739077328,0.09640094166462258,5.49169555228,0.0147106,0.0032568,5.45393957828,5.66561958728
12a,5.8810740718800005,0.050560872880455944,5.870887730280001,0.005654999999999999,0.0027684,5.83957456528,5.966645054280001
12b,3.8353757168800002,0.031065801177138523,3.81920968528,0.005376399999999999,0.0026759999999999996,3.8089704112800002,3.88376668828
12c,31.912372122880004,0.10596261915978886,31.92305737428,0.0065748000000000004,0.004033,31.80616674428,32.07617150528
13a,20.172834982679998,2.5118877036916394,19.05429451028,0.0501514,0.0094296,19.02100213828,24.66608238628
13b,22.42441021568,0.0988890501713614,22.42084317828,0.0062996,0.0043056,22.28385521528,22.52946012128
13c,22.131163946479997,0.07152105860451305,22.09870705328,0.005495999999999999,0.0026035999999999998,22.05205345028,22.20761327128
13d,173.13403144188,0.2656828780154163,173.19090813628,0.284994,0.05832,172.79188425828,173.43477704228002
14a,10.738816868079999,0.07915647310790222,10.737661106280001,0.006307999999999999,0.0022435999999999997,10.62920097528,10.840405349280001
14b,5.781376230879999,0.050376858184140734,5.79003183228,0.005098,0.0029919999999999994,5.71108814928,5.849746400280001
14c,21.95601570108,0.1638541064827858,21.947688493279998,0.0064253999999999995,0.0030093999999999997,21.79520749128,22.216440622279997
15a,7.64946458628,0.04702418604838769,7.63725947228,0.0053358,0.0029913999999999995,7.60519349928,7.72929913728
15b,2.5653995082799996,0.01939812945876226,2.55571658528,0.0060444,0.0021447999999999997,2.55043219828,2.59540774928
15c,13.67360605768,0.08872871696017257,13.70135618628,0.006433599999999999,0.0027952,13.53869429028,13.75906588828
15d,14.89001018228,0.1256956758710211,14.947892644280001,0.010223600000000001,0.0034893999999999993,14.75530477528,15.02426903728
16a,0.06661142528,0.0009452232207901983,0.06650934028,0.004409,0.003541,0.06555270628,0.06808791428
16b,0.06301633588,0.000911897352408318,0.06268891328,0.005889599999999999,0.00199504,0.06210352628000001,0.06451116828
16c,0.7733016352800002,0.013248838269813355,0.7668088662800001,0.004961999999999999,0.003159,0.7639873292800001,0.79551909328
16d,0.06640408228000001,0.0005967650814524898,0.06641696328,0.00506,0.0028003999999999998,0.06556632228,0.06716090928
17a,4.947209881080001,0.05232863249301249,4.92049283728,0.005572800000000001,0.0025739999999999995,4.91280494428,5.03747352528
17b,0.36337134248,0.005026659402851436,0.36136387528,0.0058614,0.0022816,0.35882319428,0.37085264728
17c,0.36859966147999995,0.011313698074488317,0.36483908828,0.0054015999999999995,0.0026908,0.36042350728,0.38856304228
17d,0.36018063947999995,0.004675967965511185,0.36053172228,0.004952,0.0031246,0.35291598628,0.36552777128
17e,0.06733863988000001,0.0005971012570555314,0.06726127728,0.0068893999999999995,0.0010756,0.06670050028,0.06832038028
17f,0.36309406708,0.0062913410756538285,0.36420715028,0.0047538,0.0033372,0.35621427828,0.37205017628
